,source_sentence,pred,gold,sentence_id,bert_score_precision_pred_with_brevity_penalty,dae_score_pred,bart_score_pred,bert_score_precision_gold_with_brevity_penalty,dae_score_gold,bart_score_gold,new_pred_sentences,new_src_sentence
6069,"Its watershed encompasses about 7,000 sq .","Its watershed is about 7,000 sq ft.",The city of Frankfort is located on the Kentucky River .,6069,0.763922234,0.584878325,-2.219830036,0.669979801,0.033983268,-4.003373623,Its watershed is about 7 000 sq ft,Its watershed encompasses about 7 000 sq
6072,"Salernitana Calcio NUMBER@1 , commonly referred to as simply ORGANIZATION@1 , is a professional Italian association football club from LOCATION@1 , LOCATION@2 .","Salernitana Calcio NUMBER@1, commonly referred to as simply ORGANIZATION@1, is a football club which plays in Italy.",PERSON@1 NUMBER@1 is a football club which plays in LOCATION@3 .,6072,0.670571078,0.999728501,-1.404550552,0.57617031,0.998719573,-3.770875454,Salernitana Calcio NUMBER@1 commonly referred to as simply ORGANIZATION@1 is a football club which plays in Italy,Salernitana Calcio NUMBER@1 commonly referred to as simply ORGANIZATION@1 is a professional Italian association football club from LOCATION@1 LOCATION@2
6073,"They are less likely , however , to be familiar with the ORGANIZATION@1 code : EGLL .",They are less likely to be familiar with the ORGANIZATION@1 code : EGLL.,They are less likely to know its ICAO code : EGLL .,6073,0.794161017,0.999596298,-0.695720613,0.778069833,0.999289513,-2.831668854,They are less likely to be familiar with the ORGANIZATION@1 code EGLL,They are less likely however to be familiar with the ORGANIZATION@1 code EGLL
6074,"With songwriting partner and ORGANIZATION@1 lead vocalist PERSON@1 , PERSON@2 has written and recorded hundreds of songs , fourteen of which are listed by ORGANIZATION@2 magazine among the '' NUMBER@1 Greatest Songs of All Time '' .","With songwriting partner and ORGANIZATION@1 lead singer PERSON@1, PERSON@2 has written and recorded hundreds of songs.",PERSON@2 has co-written and recorded hundreds of songs with his song writing partner PERSON@1 Fourteen of their songs are listed by ORGANIZATION@3 in their '' NUMBER@1 Greatest Songs of All Time '' issue .,6074,0.451819128,0.999071538,-1.049605966,0.466381736,0.999917328,-1.66511488,With songwriting partner and ORGANIZATION@1 lead singer PERSON@1 PERSON@2 has written and recorded hundreds of songs,With songwriting partner and ORGANIZATION@1 lead vocalist PERSON@1 PERSON@2 has written and recorded hundreds of songs fourteen of which are listed by ORGANIZATION@2 magazine among the NUMBER@1 Greatest Songs of All Time
6075,"Another iconic building is the School of Art , Design and Media .","Another famous building is the School of Art, Design and Media.","Another beautiful building is the School of Art , Design and Media .",6075,0.914478399,0.930764198,-1.132317424,0.945786686,0.928112805,-1.72440207,Another famous building is the School of Art Design and Media,Another iconic building is the School of Art Design and Media
6077,The reign of Elizabeth restored a sort of order to the realm following the turbulence of the reigns of Edward and Mary when she came to the throne following the death of Mary in 1558 .,The reign of Elizabeth brought some order to the realm following the turbulence of the reigns of Edward and Mary when she came to the throne following the death of Mary in 1558.,The reign of Elizabeth returned a sort of order to England in 1558 .,6077,0.938569474,0.988736093,-0.641986549,0.861018153,0.961768806,-2.064874887,The reign of Elizabeth brought some order to the realm following the turbulence of the reigns of Edward and Mary when she came to the throne following the death of Mary in 1558,The reign of Elizabeth restored a sort of order to the realm following the turbulence of the reigns of Edward and Mary when she came to the throne following the death of Mary in 1558
6078,Saint-Avit-de-Soul ège is a commune in the LOCATION@1 department in LOCATION@2 in south-western LOCATION@3 .,It is found in the region LOCATION@2 in the LOCATION@1 department in the southwest of LOCATION@3.,Saint-Avit-de-Soul ège is a commune .,6078,0.709358842,0.979367495,-2.263508558,0.768451165,0.992497087,-4.480288029,It is found in the region LOCATION@2 in the LOCATION@1 department in the southwest of LOCATION@3,Saint Avit de Soul ge is a commune in the LOCATION@1 department in LOCATION@2 in south western LOCATION@3
6081,Proyecto 4 -LRB- D.M. -RRB-,Proyecto 4 -LRB- M.D. -RRB-,Proyecto 4 -LRB- M.D. -RRB-,6081,0.984029949,0.946422577,-2.709894896,0.98561573,0.946422577,-2.709894896,Proyecto 4 LRB M D RRB,Proyecto 4 LRB D M RRB
6084,"Sabine Bergmann-Pohl nÃ e Schulz -LRB- born 20 April 1946 -RRB- is a German politician . A member of the Christian Democratic Union of Germany -LRB- CDU -RRB- , she was president of the People 's Chamber of the German Democratic Republic from April to October 1990 and as such the last head of state .",Sabine Bergmann-Pohl n e Schulz -LRB- born 20 April 1946 -RRB- is a member of the Christian Democratic Union of Germany.,Sabine Bergmann-Pohl -LRB- born 20 April 1946 -RRB- is a German conservative politician who served as the last head of state of East Germany from 5 April to 2 October 1990 .,6084,0.348565483,0.998839974,-1.056336641,0.352279181,0.999907792,-1.881598592,Sabine Bergmann Pohl n e Schulz LRB born 20 April 1946 RRB is a member of the Christian Democratic Union of Germany,Sabine Bergmann Pohl n e Schulz LRB born 20 April 1946 RRB is a German politician A member of the Christian Democratic Union of Germany LRB CDU RRB she was president of the People s Chamber of the German Democratic Republic from April to October 1990 and as such the last head of state
6087,"One day , a mysterious alien named Tatanga appears and hypnotizes the inhabitants of Sarasaland , including Daisy . He kidnaps Princess Daisy in order to marry her .","One day, a mysterious alien named Tatanga appears and hypnotizes the people of Sarasaland, including Daisy, who kidnaps Princess Daisy in order to marry her.",An evil alien monster called Tatanga comes to a kingdom called Sarasa Land and kidnaps Princess Daisy .,6087,0.907574683,0.990135372,-1.24862051,0.848646555,0.999944389,-3.515178919,One day a mysterious alien named Tatanga appears and hypnotizes the people of Sarasaland including Daisy who kidnaps Princess Daisy in order to marry her,One day a mysterious alien named Tatanga appears and hypnotizes the inhabitants of Sarasaland including Daisy He kidnaps Princess Daisy in order to marry her
6088,After the November Uprising the Vilnius University was closed and repressions halted the further development of the city .,"After the November Uprising, Vilnius University was closed. Repressions stopped further development of the city.","Following the November Uprising in 1831 , Vilnius University was closed and Russian repressions damaged the development of the city .",6088,0.892882066,0.921775639,-0.852297723,0.888629741,0.999749839,-2.549990177,After the November Uprising Vilnius University was closed Repressions stopped further development of the city,After the November Uprising the Vilnius University was closed and repressions halted the further development of the city
6090,"Allman 's solo career has continued intermittently throughout the subsequent decades , sometimes touring when the Allman Brothers Band is off the road . Generally , these solo efforts - first with the Gregg Allman Band , and later with Gregg Allman & Friends - eschew lengthy guitar solos and cast Allman more in the mode of his favorite soul singers .","Allman's solo career has continued throughout the following decades, sometimes touring when the Allman Brothers Band is off the road. These solo efforts - first with the Gregg Allman Band, then with Gregg Allman & Friends - eschew lengthy guitar solos and cast Allman more in the mode of his favorite soul singers.","He was a member of the Allman Brothers Band with his brother , Duane Allman , which popularized Southern Rock in the 1970s .",6090,0.849876073,0.0,-0.625992596,0.744533226,0.581204772,-2.738742113,Allman s solo career has continued throughout the following decades sometimes touring when the Allman Brothers Band is off the road These solo efforts first with the Gregg Allman Band then with Gregg Allman Friends eschew lengthy guitar solos and cast Allman more in the mode of his favorite soul singers,Allman s solo career has continued intermittently throughout the subsequent decades sometimes touring when the Allman Brothers Band is off the road Generally these solo efforts first with the Gregg Allman Band and later with Gregg Allman Friends eschew lengthy guitar solos and cast Allman more in the mode of his favorite soul singers
6091,"His mother , PERSON@1 , was a project manager at PERSON@2 , the office-equipment manufacturer .","His mother, PERSON@1, was a project manager at PERSON@2.",", Retrieved on April NUMBER@1 , NUMBER@2 .",6091,0.521010976,0.992089212,-1.122853875,0.466970107,0.000497546,-5.221858025,His mother PERSON@1 was a project manager at PERSON@2,His mother PERSON@1 was a project manager at PERSON@2 the office equipment manufacturer
6092,808s & Heartbreak became his fourth album to sell 1 million copies in the United States and was certified platinum in sales by the Recording Industry Association of America .,"808s & Heartbreak was his fourth album, and sold 1 million copies in the United States.",References,6092,0.449745268,0.991537511,-1.535803676,0.364566922,0.0,-7.828881741,808s Heartbreak was his fourth album and sold 1 million copies in the United States,808s Heartbreak became his fourth album to sell 1 million copies in the United States and was certified platinum in sales by the Recording Industry Association of America
6094,"The city has more than NUMBER@1 years of history , and was known as PERSON@1 ` an -LRB- -RRB- before the ORGANIZATION@1 .","The city has more than NUMBER@1 years of history, and was known as PERSON@1 -LRB- -RRB- before the ORGANIZATION@1.","But from NUMBER@2 AD-23 AD , during the Xin dynasty , it was renamed '' Constant Peace '' -LRB- it is said the same way -RRB- .",6094,0.877004423,0.841719508,-0.595474362,0.783374731,0.997162223,-5.409574509,The city has more than NUMBER@1 years of history and was known as PERSON@1 LRB RRB before the ORGANIZATION@1,The city has more than NUMBER@1 years of history and was known as PERSON@1 an LRB RRB before the ORGANIZATION@1
6095,Tehsils & Unions in the LOCATION@1 - Government of LOCATION@2 It is located at NUMBER@1 NUMBER@2 ' NUMBER@3 NUMBER@4 NUMBER@5 ' NUMBER@6 with an altitude of NUMBER@7 metres -LRB- NUMBER@8 feet -RRB- Location of Landkhwar - Falling Rain Genomics and literally it means '' the ever flowing stream or brook '' .,Tehsils & Unions in the LOCATION@1 - Government of LOCATION@2 It is located at NUMBER@1 NUMBER@2'NUMBER@3 NUMBER@5'NUMBER@6 with an altitude of NUMBER@7 metres -LRB- NUMBER@8 feet -RRB- Location of Landkhwar - Falling Rain Genomics and literally it means '' the ever flowing stream or brook ',"PERSON@1 , is a village and ORGANIZATION@1 in the LOCATION@3 of LOCATION@2 .",6095,0.931894982,0.0,-0.783267319,0.72197716,0.998268425,-4.607182026,Tehsils Unions in the LOCATION@1 Government of LOCATION@2 It is located at NUMBER@1 NUMBER@2 NUMBER@3 NUMBER@5 NUMBER@6 with an altitude of NUMBER@7 metres LRB NUMBER@8 feet RRB Location of Landkhwar Falling Rain Genomics and literally it means the ever flowing stream or brook,Tehsils Unions in the LOCATION@1 Government of LOCATION@2 It is located at NUMBER@1 NUMBER@2 NUMBER@3 NUMBER@4 NUMBER@5 NUMBER@6 with an altitude of NUMBER@7 metres LRB NUMBER@8 feet RRB Location of Landkhwar Falling Rain Genomics and literally it means the ever flowing stream or brook
6097,"Aracaju , one of the first cities to be planned in Brazil , was built with the intention of becoming the state capital . Founded in 1855 , as the capital of Sergipe .","Aracaju, one of the first cities to be planned in Brazil, was built with the intention of becoming the state capital.",Aracaju is the modern capital city of the state of Sergipe in the northeastern region of Brazil .,6097,0.627089933,0.999304593,-0.920193374,0.617266197,0.999387145,-2.453835011,Aracaju one of the first cities to be planned in Brazil was built with the intention of becoming the state capital,Aracaju one of the first cities to be planned in Brazil was built with the intention of becoming the state capital Founded in 1855 as the capital of Sergipe
6098,"In the Eastern Orthodox Church he is blessed , and his feast day is celebrated on 15 June , though a minority are of the opinion that he is a heretic , primarily because of his statements concerning what became known as the filioque clause .","In the Eastern Orthodox Church he is blessed, and his feast day is celebrated on 15 June, though a minority are of the opinion that he is a heretic, mainly because of his statements concerning what became known as the filioque clause.","In the Eastern Orthodox Church he is a saint , and his feast day is celebrated annually on June 15 .",6098,0.938696424,0.962547898,-0.554058194,0.833643258,0.983815849,-2.070873499,In the Eastern Orthodox Church he is blessed and his feast day is celebrated on 15 June though a minority are of the opinion that he is a heretic mainly because of his statements concerning what became known as the filioque clause,In the Eastern Orthodox Church he is blessed and his feast day is celebrated on 15 June though a minority are of the opinion that he is a heretic primarily because of his statements concerning what became known as the filioque clause
6099,Nineteen editions of the FIFA World Cup have been held so far .,Nineteen editions of the FIFA World Cup have been held.,"FIFA organizes major international football tournaments , and the most famous one is the FIFA World Cup , which has been held since 1930 .",6099,0.833780827,0.995359898,-1.274076223,0.75201536,0.772895277,-2.884874582,Nineteen editions of the FIFA World Cup have been held,Nineteen editions of the FIFA World Cup have been held so far
6101,"The city , made prominent by its medieval university , has a population of just under 165,000 , with 151,000 living within the district boundary .","The city is famous for its medieval university. It has a population of just under 165,000, with 151,000 living within the district boundary.","Almost 165,000 people live in Oxford .",6101,0.896756641,0.943237007,-0.651092112,0.817050885,0.666110098,-3.310178518,The city is famous for its medieval university It has a population of just under 165 000 with 151 000 living within the district boundary,The city made prominent by its medieval university has a population of just under 165 000 with 151 000 living within the district boundary
6102,"It is believed to be larger than the impactor that created Chicxulub Crater in the LOCATION@1 , which has been linked to the extinction of the dinosaurs .","It is larger than the impactor that created Chicxulub Crater in the LOCATION@1, which has been linked to the extinction of the dinosaurs.",It rotates once every NUMBER@1 hours .,6102,0.854763638,0.988727689,-0.564560831,0.690613942,0.000248997,-5.073803425,It is larger than the impactor that created Chicxulub Crater in the LOCATION@1 which has been linked to the extinction of the dinosaurs,It is believed to be larger than the impactor that created Chicxulub Crater in the LOCATION@1 which has been linked to the extinction of the dinosaurs
6103,"The final selection in the draft was conducted by the SmackDown brand , and they drafted WWE Champion , Triple H , from the Raw brand .","The final selection in the draft was done by the Smackdown brand, and they drafted WWE Champion, Triple H, from the Raw brand.",ORGANIZATION@1 was WWE Champion when drafted thus making the title SmackDown exclusive .,6103,0.886331924,0.742659688,-0.899653852,0.796476841,0.955171585,-5.323139668,The final selection in the draft was done by the Smackdown brand and they drafted WWE Champion Triple H from the Raw brand,The final selection in the draft was conducted by the SmackDown brand and they drafted WWE Champion Triple H from the Raw brand
6104,Bannes is a commune in the LOCATION@1 department in northwestern LOCATION@2 .,Bannes is a commune of NUMBER@1 people -LRB- NUMBER@2 -RRB-. It is found in the region Nord-Pas-de-Calais in the LOCATION@1 department in the north of LOCATION@2.,It is found in the region Pays de la LOCATION@3 in the LOCATION@1 department in the northwest of LOCATION@2 .,6104,0.918358266,0.765868306,-3.271900177,0.851974607,0.984400094,-2.909652233,Bannes is a commune of NUMBER@1 people LRB NUMBER@2 RRB It is found in the region Nord Pas de Calais in the LOCATION@1 department in the north of LOCATION@2,Bannes is a commune in the LOCATION@1 department in northwestern LOCATION@2
6106,"Dee maintained that the angels laboriously dictated several books to him this way , some in a special angelic or Enochian language .","Dee maintained that the angels laboriously told several books to him this way, some in a special angelic or Enochian language.",The angels gave them a language called Enochian and dictated several books through Kelly .,6106,0.923681893,0.579054415,-1.629441381,0.848155658,0.999898911,-3.785020113,Dee maintained that the angels laboriously told several books to him this way some in a special angelic or Enochian language,Dee maintained that the angels laboriously dictated several books to him this way some in a special angelic or Enochian language
6107,"Armani is planning in collaboration with Emaar Properties a chain of luxury hotels and resorts in several big cities including Milan , Paris , New York , London , Tokyo , Shanghai and Dubai .","Armani is planning a chain of luxury hotels and resorts in several big cities including Milan, Paris, New York, London, Tokyo, Shanghai and Dubai.","Armani agreed in 2004 with Emaar Properties to make some expensive hotels in some big cities , such as London , Paris , New York , Tokyo , Shanghai , Dubai and Milan .",6107,0.699332795,0.999846637,-0.807584047,0.72389477,0.999908447,-3.094122648,Armani is planning a chain of luxury hotels and resorts in several big cities including Milan Paris New York London Tokyo Shanghai and Dubai,Armani is planning in collaboration with Emaar Properties a chain of luxury hotels and resorts in several big cities including Milan Paris New York London Tokyo Shanghai and Dubai
6109,"In NUMBER@1 , he met PERSON@1 at the park , while performing a demonstration .","In NUMBER@1, he met PERSON@1 in the park, while performing a demonstration.","In NUMBER@2 , at the Zoo , he met and married PERSON@1 .",6109,0.913614035,0.899817109,-1.149790525,0.868963565,0.998924375,-3.571017504,In NUMBER@1 he met PERSON@1 in the park while performing a demonstration,In NUMBER@1 he met PERSON@1 at the park while performing a demonstration
6111,"In telecommunication , a Hamming code is a linear error-correcting code named after its inventor , Richard Hamming .","A Hamming code is a linear error-correcting code named after its inventor, Richard Hamming.",The code is named after Richard Hamming who developed it in the 1940s .,6111,0.725668584,0.999678493,-0.418851197,0.682482796,0.999862015,-2.06361866,A Hamming code is a linear error correcting code named after its inventor Richard Hamming,In telecommunication a Hamming code is a linear error correcting code named after its inventor Richard Hamming
6114,The ORGANIZATION@1 represented the ORGANIZATION@2 in the inaugural Victoria Cup challenge game as part of the club 's pre-season schedule .,The ORGANIZATION@1 played the ORGANIZATION@2 in the inaugural Victoria Cup challenge game.,Victoria Cup,6114,0.582687563,0.578107178,-0.755413949,0.510343986,0.649972081,-5.196333885,The ORGANIZATION@1 played the ORGANIZATION@2 in the inaugural Victoria Cup challenge game,The ORGANIZATION@1 represented the ORGANIZATION@2 in the inaugural Victoria Cup challenge game as part of the club s pre season schedule
6115,"The guitar consists of a body with a rigid neck to which the strings , generally six in number but sometimes more , are attached .","The guitar has a body with a rigid neck to which the strings, usually six in number but sometimes more, are attached.",Guitar,6115,0.85326798,0.890987039,-0.730980396,0.671070135,0.0,-2.932784557,The guitar has a body with a rigid neck to which the strings usually six in number but sometimes more are attached,The guitar consists of a body with a rigid neck to which the strings generally six in number but sometimes more are attached
6117,Starch is processed to produce many of the sugars in processed foods .,Starch is a chemical part of the food industry.,Starch in food,6117,0.586138391,0.999776483,-2.987235069,0.577554965,0.168323904,-5.098704815,Starch is a chemical part of the food industry,Starch is processed to produce many of the sugars in processed foods
6118,"The Amsterdam Admirals were a professional American football team in NFL Europe based in Amsterdam , Netherlands .","The Amsterdam Admirals are an American football team from Amsterdam, Netherlands.","The Amsterdam Admirals were a professional American football team in the NFL Europa . They are based in Amsterdam , Netherlands .",6118,0.652561167,0.982740402,-1.079469323,0.696569356,0.756940603,-1.74131763,The Amsterdam Admirals are an American football team from Amsterdam Netherlands,The Amsterdam Admirals were a professional American football team in NFL Europe based in Amsterdam Netherlands
6119,"As of the census of 2000 , there were 12,902 people , 4,695 households , and 3,305 families residing in the county .","As of the 2000 census, there were 12,902 people, 4,695 households, and 3,305 families residing in the county.","As of the census of 2000 , there were 12,902 people , 4,695 households , and 3,305 families living in the county .",6119,0.898476604,0.99991405,-0.529983521,0.936383924,0.999732614,-0.702553928,As of the 2000 census there were 12 902 people 4 695 households and 3 305 families residing in the county,As of the census of 2000 there were 12 902 people 4 695 households and 3 305 families residing in the county
6123,The range extends approximately 40 mi -LRB- 64 km -RRB- east-west from the Hollywood Hills in Los Angeles to Point Mugu in Ventura County .,The range extends approximately 40 miles -LRB- 64 km -RRB- east-west from the Hollywood Hills in Los Angeles to Point Mugu in Ventura County.,The range extends about 40 mi -LRB- 64 km -RRB- east-west from the Hollywood Hills in Los Angeles to Point Mugu in Ventura County .,6123,0.980717897,0.988283634,-0.472406656,0.996703863,0.989852786,-0.564540803,The range extends approximately 40 miles LRB 64 km RRB east west from the Hollywood Hills in Los Angeles to Point Mugu in Ventura County,The range extends approximately 40 mi LRB 64 km RRB east west from the Hollywood Hills in Los Angeles to Point Mugu in Ventura County
6125,"In some fields it is among the top undergraduate institutions in graduate-school enrollment : fifty-six percent of its alumni have at least one graduate degree and it is ranked 30th among all LOCATION@1 colleges in the percentage of its graduates who go on to attain a doctorate degree -LRB- notably 1st among history doctorates -RRB- , when adjusted for institutional size .","In some fields, it is among the top undergraduate institutions in graduate-school enrollment : fifty-six percent of alumni have at least one graduate degree and it is ranked 30th among all LOCATION@1 colleges in the percentage of graduates who go on to attain a doctorate degree -LRB- notably 1st among history doctorates -RRB-, when adjusted for institutional size.",History,6125,0.961869561,0.0,-0.668767393,0.719390059,0.0,-7.552677155,In some fields it is among the top undergraduate institutions in graduate school enrollment fifty six percent of alumni have at least one graduate degree and it is ranked 30th among all LOCATION@1 colleges in the percentage of graduates who go on to attain a doctorate degree LRB notably 1st among history doctorates RRB when adjusted for institutional size,In some fields it is among the top undergraduate institutions in graduate school enrollment fifty six percent of its alumni have at least one graduate degree and it is ranked 30th among all LOCATION@1 colleges in the percentage of its graduates who go on to attain a doctorate degree LRB notably 1st among history doctorates RRB when adjusted for institutional size
6126,"She assumed the role because Arthur 's wife , Ellen Lewis Herndon Arthur , had died only a year and a half earlier .",She assumed the role because Arthur's wife died only a year and a half earlier.,"She had to take up the role of the First Lady as the President 's wife , Ellen Lewis Herndon Arthur , had died about one and half year earlier .",6126,0.602372217,0.998026431,-0.930276752,0.640013126,0.999884665,-2.641842127,She assumed the role because Arthur s wife died only a year and a half earlier,She assumed the role because Arthur s wife Ellen Lewis Herndon Arthur had died only a year and a half earlier
6127,"June NUMBER@1 & ndash ; Battle of Solebay , a sea battle between the LOCATION@1 and the joined forces of LOCATION@2 and LOCATION@3 .","June NUMBER@1 - Battle of Solebay, a sea battle between the LOCATION@1 and the joined forces of LOCATION@2 and LOCATION@3.","August NUMBER@2 - PERSON@1 , Grand Pensionary of LOCATION@4 is slaughtered by a mob in LOCATION@5 .",6127,0.859338601,0.949570358,-1.405659437,0.780435526,0.377441287,-5.27410984,June NUMBER@1 Battle of Solebay a sea battle between the LOCATION@1 and the joined forces of LOCATION@2 and LOCATION@3,June NUMBER@1 ndash Battle of Solebay a sea battle between the LOCATION@1 and the joined forces of LOCATION@2 and LOCATION@3
6128,"114 people of Jewish faith were recorded as living in Sunderland , a vanishingly small percentage .",114 people of Jewish faith were recorded as living in Sunderland.,Only 114 people of Jewish faith live in Sunderland .,6128,0.591265981,0.997185588,-1.366443634,0.58093854,0.996093273,-2.452313423,114 people of Jewish faith were recorded as living in Sunderland,114 people of Jewish faith were recorded as living in Sunderland a vanishingly small percentage
6129,"It is Northern Ireland 's fifth-largest party overall , with seven seats in the Northern Ireland Assembly and one in the House of Commons .",It is Northern Ireland's fifth-largest party with seven seats in the Northern Ireland Assembly and one in the House of Commons.,It is neutral on the issue of whether Northern Ireland should stay in or leave the United Kingdom . The party has 1 out of 18 Northern Ireland seats in the House of Commons and 7 out of 108 seats in the Northern Ireland Assembely .,6129,0.866271179,0.995031893,-0.674482107,0.822814432,0.689259171,-3.014355898,It is Northern Ireland s fifth largest party with seven seats in the Northern Ireland Assembly and one in the House of Commons,It is Northern Ireland s fifth largest party overall with seven seats in the Northern Ireland Assembly and one in the House of Commons
6132,"mIRC is an Internet Relay Chat -LRB- IRC -RRB- client for ORGANIZATION@1 Windows , created in NUMBER@1 and developed by PERSON@1 .","mIRC is an Internet Relay Chat client for ORGANIZATION@1 Windows, created in NUMBER@1 and developed by PERSON@1.",mIRC is a popular shareware Internet Relay Chat -LRB- IRC -RRB- client for ORGANIZATION@1 Windows . It was created in NUMBER@1 by PERSON@1 in C. Its most recent update -LRB- NUMBER@2 -RRB- was made in NUMBER@3 .,6132,0.802889897,0.99830091,-0.896236658,0.830321253,0.955648601,-2.583095789,mIRC is an Internet Relay Chat client for ORGANIZATION@1 Windows created in NUMBER@1 and developed by PERSON@1,mIRC is an Internet Relay Chat LRB IRC RRB client for ORGANIZATION@1 Windows created in NUMBER@1 and developed by PERSON@1
6133,"At No Way Out , WWE United States Champion Chris Benoit and The Hardys -LRB- Matt and Jeff -RRB- defeated MNM -LRB- Joey Mercury and Johnny Nitro -RRB- and Montel Vontavious Porter -LRB- MVP -RRB- .","At No Way Out, WWE United States Champion Chris Benoit and The Hardys defeated MNM -LRB- Joey Mercury and Johnny Nitro -RRB- and Montel Vontavious Porter -LRB- MVP -RRB-.",Chris Benoit defeated Montel Vontavious Porter to retain the WWE United States Championship,6133,0.824370857,0.999870658,-0.517626345,0.702138453,0.999827027,-1.721769691,At No Way Out WWE United States Champion Chris Benoit and The Hardys defeated MNM LRB Joey Mercury and Johnny Nitro RRB and Montel Vontavious Porter LRB MVP RRB,At No Way Out WWE United States Champion Chris Benoit and The Hardys LRB Matt and Jeff RRB defeated MNM LRB Joey Mercury and Johnny Nitro RRB and Montel Vontavious Porter LRB MVP RRB
6135,"The Grand Duchy came to an end in NUMBER@1 with the other German monarchies , and the state was merged into the new state of LOCATION@1 two years later .","The Grand Duchy ended in NUMBER@1 with the other German monarchies, and the state was merged into the new state of LOCATION@1 two years later.","The Grand Duchy was abolished in NUMBER@1 with the other German monarchies , and the state joined others to form the new state of LOCATION@1 in the LOCATION@2 .",6135,0.891466795,0.968900442,-0.650421262,0.880567391,0.999425054,-2.030041456,The Grand Duchy ended in NUMBER@1 with the other German monarchies and the state was merged into the new state of LOCATION@1 two years later,The Grand Duchy came to an end in NUMBER@1 with the other German monarchies and the state was merged into the new state of LOCATION@1 two years later
6136,"PERSON@1 -LRB- born July NUMBER@1 , NUMBER@2 in LOCATION@1 , LOCATION@2 -RRB- is a former Spanish footballer .",PERSON@1 -LRB- born NUMBER@1 July NUMBER@2 -RRB- is a former Spanish football player.,"PERSON@2 was born on July NUMBER@1 , NUMBER@2 in LOCATION@1 , LOCATION@3 .",6136,0.69619201,0.994854808,-2.135950327,0.679185642,0.752891481,-2.279228926,PERSON@1 LRB born NUMBER@1 July NUMBER@2 RRB is a former Spanish football player,PERSON@1 LRB born July NUMBER@1 NUMBER@2 in LOCATION@1 LOCATION@2 RRB is a former Spanish footballer
6140,Le Pouzin is a commune in the Ardèche department in southeastern France .,It is found in the region Rhône-Alpes in the Ardèche department in the south of France.,Le Pouzin is a village and commune of the Ardèche département in the center of southern France .,6140,0.850950003,0.996482015,-2.204272509,0.975256085,0.999738693,-2.116978168,It is found in the region Rh ne Alpes in the Ard che department in the south of France,Le Pouzin is a commune in the Ard che department in southeastern France
6143,"Italian , Polish , and Greek are still widely spoken among populations descending from immigrants from those countries in the early 20th century , but the use of these languages is dwindling as older generations pass away .","The languages Italian, Polish and Greek are still widely spoken among populations from those countries in the early 20th century, but the use of these languages is decreasing as older generations pass away.","Italian , Polish , and Greek are still widely spoken among populations descending from immigrants from those countries in the early 20th century , but the use of these languages is dwindling as older generations die out .",6143,0.864311511,0.970041275,-1.134419322,0.919601467,0.99962312,-0.970037341,The languages Italian Polish and Greek are still widely spoken among populations from those countries in the early 20th century but the use of these languages is decreasing as older generations pass away,Italian Polish and Greek are still widely spoken among populations descending from immigrants from those countries in the early 20th century but the use of these languages is dwindling as older generations pass away
6144,"Marietta is a city in Love County , Oklahoma , United States .",Marietta is a city of Oklahoma in the United States.,Marietta is a city of Oklahoma in the United States .,6144,0.744781602,0.543780327,-2.204685211,0.781984948,0.543780327,-2.701390982,Marietta is a city of Oklahoma in the United States,Marietta is a city in Love County Oklahoma United States
6147,PERSON@1 is the second-largest commune in the French overseas department of RÃ union . It is located on the extreme west side of the island of RÃ union .,PERSON@1 is a commune located on the extreme west side of the island of R union.,"PERSON@1 , RÃ union is the second largest city in LOCATION@1 union .",6147,0.438484616,0.871364474,-2.786365986,0.426502415,0.413677692,-5.022912025,PERSON@1 is a commune located on the extreme west side of the island of R union,PERSON@1 is the second largest commune in the French overseas department of R union It is located on the extreme west side of the island of R union
6148,"In 2001 , Oxford based businessman Chris Moore purchased Oldham Athletic , vowing to take the club back to Premier League football within five years .","In 2001, Oxford based businessman Chris Moore bought Oldham Athletic, vowing to take the club back to Premier League football within five years.","Businessman Chris Moore decided to purchase the club , promising to return to the Premier League within five years .",6148,0.929077892,0.999824524,-0.721687436,0.882326546,0.99991703,-2.207567692,In 2001 Oxford based businessman Chris Moore bought Oldham Athletic vowing to take the club back to Premier League football within five years,In 2001 Oxford based businessman Chris Moore purchased Oldham Athletic vowing to take the club back to Premier League football within five years
6149,Omissy is a commune in the LOCATION@1 department in LOCATION@2 in northern LOCATION@3 .,It is found in the region LOCATION@2 in the LOCATION@1 department in the north of LOCATION@3.,It is found in the region LOCATION@2 in the LOCATION@1 department in the north of LOCATION@3 .,6149,0.847440064,0.889974415,-2.077340841,0.856648088,0.889974415,-2.22820735,It is found in the region LOCATION@2 in the LOCATION@1 department in the north of LOCATION@3,Omissy is a commune in the LOCATION@1 department in LOCATION@2 in northern LOCATION@3
