,source_sentence,pred,gold,bart_score_pred
5733,Regardless of speculation about Keitai s genealogy it is well settled that there was an extended period of disputes over the succession which developed after Keitai s death.,because of this his age he was not the main reason why that the marriage was because of the conflict between the family s families.,There was a period of disputes over the succession after Keitai s death.,-4.544952869415283
5734,However most Protestant versions exclude these passages as apocryphal retaining only the text available today in the Hebrew Aramaic manuscripts.,in the late medieval manuscripts the jewish canon is still not extant in the jewish church.,However most Protestant Bibles use only the text in the Hebrew and Aramaic manuscripts so they do not have these chapters.,-4.92067813873291
5735,S.H.E is a Taiwanese girl group whose members are PERSON PERSON and PERSON.,person is a japanese girl group and is a member of the organization.,S.H.E is a Taiwanese girl group with three people PERSON PERSON and PERSON.,-3.14916729927063
5736,Mustafa smet n n LRB September December RRB was a Turkish Army General Prime Minister and the second President of Turkey.,he was the first president of the ottoman empire lrb d. rrb.,Mustafa smet n n LRB September December RRB was a Turkish politican and military officer who was the first Prime Minister and second President of Turkey.,-4.966383457183838
5737,leftarm FFFF body FFFF rightarm FFFF shorts FFFFFF socks FFFF ,rod rodwell lrb born july rrb is a scottish football player who currently plays for the burghs team.,Club,-5.781647682189941
5738,Maru LRB Japanese circle or round RRB is a plump male Scottish Fold cat in Japan who has become a popular YouTube personality.,jabbari lrb born october rrb is a japanese football player. he is known for his large size size lrb around kg rrb.,Other websites,-5.443605422973633
5739,A ribbon in the national colors is at the bottom of the coat of arms.,the flag is a blue background in the center of the coat of arms in front of the shield.,There is a ribbon in the national colors at the bottom of the coat of arms.,-3.006474494934082
5740,PERSON PERSON LRB born NUMBER January NUMBER RRB is a British politician who is the Deputy Prime Minister of the LOCATION Lord President of the ORGANIZATION and Minister for Constitutional and Political Reform in the LOCATION coalition government of PERSON.,person lrb born january number number in location location location rrb is the leader of the parliamentary government of location. he is the member of parliament of the location.,As Deputy Prime Minister,-4.280920505523682
5741,ORGANIZATION tend to move in groups of about NUMBER.,in location there are about number people living in location.,ORGANIZATION usually stay in groups of NUMBER.,-5.2003607749938965
5742,PERSON LRB RRB born PERSON LRB NUMBER October NUMBER NUMBER June NUMBER RRB was a French philosopher sociologist and historian.,person lrb born number july number number rrb is a french philosopher and political activist.,PERSON LRB October NUMBER NUMBER June NUMBER NUMBER RRB was a French philosopher and historian from LOCATION. Power LRB ORGANIZATION.,-4.766388416290283
5743,The ORGANIZATION is one of the five major circles LRB or parallels RRB of latitude that mark maps of the LOCATION.,the circle of latitude lrb also known as the circle rrb is a circle of the location lrb number rrb of latitude rrb.,It is the parallel of latitude at NUMBER NUMBER NUMBER south of the Equator crossing mostly the LOCATION.,-4.255460739135742
5744,It was founded in by Robert Shaye and Michael Lynne as a film distributor later becoming an independent film studio.,after the release of the film it was announced that the band was to be releasing a new album called shadow shadow.,Alliance Entertainment In Video,-3.700900077819824
5745,The network was also a launching point for the music videos of pop musician children s performers such as Laurie Berkner Lisa Loeb and Dan Zanes initially as filler between minute long shows run commercial free and LRB because of their success in that format RRB now as music video shows like Move to the Music.,in the early s s the video music video was made by the children s entertainment industry and as well as as a television series for children s children.,The network has also become a launching point for the music videos of pop musician children s performers like Laurie Berkner Lisa Loeb and Dan Zanes initially as filler between minute long shows run commercial free and LRB because of their success in that format RRB now as music video shows like Move to the Music.,-4.516177177429199
5746,LOCATION is located at NUMBER NUMBER NUMBER North NUMBER NUMBER NUMBER West LRB NUMBER NUMBER RRB just north of the LOCATION just west of where the LOCATION bisects the volcanic LOCATION and just east of where the LOCATION enters the LOCATION.,location is the southern part of the location. it is located about number km north of location location.,LOCATION is located at NUMBER NUMBER NUMBER North NUMBER NUMBER NUMBER West LRB NUMBER NUMBER RRB.,-3.9318902492523193
5747,It appears the first skateboards to reach public notice came out of the surfing craze of the early NUMBER s probably just wooden boards with roller skate wheels attached.,on the first few days of the skateboards skateboards the first skateboards were actually made of wooden boards. this was first used in the early number of the number.,Grip tape when put on to the top of a skateboard gives a skaters feet grip on the deck.,-3.6713032722473145
5748,PERSON s subsequent capture by federal forces his trial for treason by the state of LOCATION and his execution by hanging in LOCATION LOCATION LRB now LOCATION RRB were an important part of the origins of the American Civil War which followed sixteen months later.,he was sentenced to death by hanging for his actions in location in location location.,He was captured and was executed by hanging on NUMBER December NUMBER.,-3.118665933609009
5749,PERSON LRB born in LOCATION on January NUMBER NUMBER LSB RSB RRB is a British computer scientist who researches the implementation and applications of functional programming languages particularly lazy functional languages.,person lrb born number january number rrb is a british mathematician and mathematician. he is best known for his work on the computer science.,PERSON LRB NUMBER RRB born in LOCATION and is a British computer scientist. He does research on LRB lazy RRB functional programming languages such as PERSON.,-4.0245466232299805
5750,From this period onward he concentrated especially on monumental nudes and domestic scenes fine examples of which are Girls at the Piano NUMBER and LOCATION NUMBER. The latter painting is the most typical and successful of ORGANIZATION s late abundantly fleshed nudes.,she was the most famous painter of the number and most important works of the high class at the number.,From this period onward he concentrated on nudes and domestic scenes.,-4.126974582672119
5751,Nordausques is a commune in the LOCATION department in the LOCATION region of LOCATION.,it is found in the region nord pas de calais in the location department in the north of location.,It is found in the region Nord Pas de Calais in the LOCATION department in the north of LOCATION.,-4.810784816741943
5752,PERSON LRB born NUMBER June NUMBER in LOCATION RRB is an Argentine footballer who plays as a defensive midfielder for ORGANIZATION.,person lrb born number may number rrb is an argentine football player.,Club career statistics,-4.135601043701172
5753,Ivan Ivanovich Saenko LRB born October in Maslovka RRB is a Russian professional football striker who is currently unattached.,mikhail yakovenko lrb born november rrb is a russian football player.,Ivan Saenko LRB born October RRB is a Russian football player.,-5.5259504318237305
5754,Reference For ORGANIZATION last accessed June NUMBER NUMBER.,person died on july number number.,References,-6.330804347991943
5755,It was built in two major sections initially to Charing Cross in Central London and later extended in to Stratford in east London.,in the middle of the world it was added to the london station in the united kingdom and in the uk.,Jubilee London Underground website,-4.330874919891357
5756,PERSON spent extensive amounts of his time with the military he usually wore military attire and even dined and slept amongst the soldiers.,he spent much of his time in the military. he spent most of the day.,PERSON spent much of his time with the military. He usually wore military attire and dined and slept amongst the soldiers.,-2.869488477706909
5757,PERSON LRB born August NUMBER NUMBER RRB is a former Japanese football player.,person lrb born number august number rrb is a former japanese football player.,PERSON LRB born NUMBER August NUMBER RRB is a former Japanese football player.,-3.7649760246276855
5758,The ophiuroids generally have five long slender whip like arms which may reach up to in length on the largest specimens.,they have long necks and long necks in front of their heads. they have a short tail which has a long tail.,Basket stars LRB Euryalids RRB are large brittle stars with many rays.,-3.3598856925964355
5759,Toumanoff Cyril.,after his return he did not return to russia.,In BC their kingdom was attacked by Rome and the dynasty was forced to sign a peace treaty.,-4.49702787399292
5760,Robert Christgau link,history the new church of christ christ christ church.,Howard Benson Mixing,-6.428603649139404
5761,The koruna LRB Slovak koruna slovensk note the different word ordering from the modern koruna RRB was the currency of the LOCATION from NUMBER to NUMBER.,the hungarian language lrb polish rrb is the largest language of the location in the location.,The Slovak Crown or Slovak Koruna LRB in Slovak Slovensk koruna koruna means crown RRB has been the currency used in LOCATION since February NUMBER NUMBER.,-5.237605571746826
5762, a book by former ORGANIZATION.,a book by person was published by organization in number., The Odyssey LRB Incubus song RRB ,-4.65697717666626
5763,It comes equipped with default styles that should work for most navigational templates.,it allows it to be set up to fit a set of features such as layouts and layouts.,It is similar to in appearance with some default styles that should work for most navigational templates.,-3.3619625568389893
5764,November ndash The Synod of Dort has its first meeting.,the church is founded in september. the church has a synod of synod.,November the Synod of Dordrecht has its first meeting.,-3.4036262035369873
5765,Diastolic pressure is minimum pressure in the arteries which occurs near the beginning of the cardiac cycle when the ventricles are filled with blood.,the pressure pressure is the pressure in the blood pressure of the heart.,The diastolic pressure is the second number given in a blood pressure reading and it is the pressure at the resting phase of the cardiac cycle LRB when the heart is relaxing RRB.,-3.6137566566467285
5766,The last hangings took place on June.,the last days of july the last hanging was held on july.,The last of these executions happened on June.,-4.123565673828125
5767,ORGANIZATION was an operator of theme parks and attractions which annually attracted about NUMBER million patrons.,organization owned by organization has been used to transport tourists and tourist attractions in location.,ORGANIZATION was an operator of theme parks and attractions.,-4.268072128295898
5768,Vaccinium arboreum LRB Sparkleberry or Farkleberry RRB is a species of Vaccinium native to the southeastern United States from southern Virginia west to southeastern Missouri and south to Florida and eastern Texas.,it is found in the northern hemisphere in the southern part of the u. s. state of florida and southern florida.,Vaccinium arboreum LRB also called sparkleberry or farkleberry RRB is a species of Vaccinium native to south eastern United States. They are usually found in southern Virginia west to southeastern Missouri and south to Florida and eastern Texas.,-3.1645705699920654
5769,PERSON told the police not to interfere and listened to PERSON put the case for the unemployed.,person also said that person was trying to make the case. he said that the police would not hear.,PERSON listened to PERSON talk about the problems of the unemployed.,-3.2327938079833984
5770,The additions are The Prayer of Azariah and Song of the Three Holy Children PERSON NUMBER NUMBER inserted between verses NUMBER and NUMBER LRB v. NUMBER becomes v. NUMBER RRB in the ORGANIZATION canon.,in number the hymn to the organization is set to the end of the book of number and number.,These prayers make up PERSON NUMBER NUMBER put between verses NUMBER and NUMBER LRB v. NUMBER becomes v. NUMBER RRB.,-4.391232490539551
5771,It was originally developed by PERSON.,it was developed by person in number by person.,PERSON notation is a ASCII based notation music language made by PERSON.,-3.7313709259033203
5772,Blessy is a commune in the LOCATION department in the LOCATION region of LOCATION.,it is found in the region nord pas de calais in the location department in the north of location.,It is found in the region Nord Pas de Calais in the LOCATION department in the north of LOCATION.,-5.0724616050720215
5773,Some implementations have a function which returns the current number of items on the stack.,this means that the value of the value is the same as the current value and the return of the current output.,Some implementations have a function which returns the current length of the stack.,-3.5715997219085693
5774,He also competed in the NUMBER metre individual race but failed to make the semifinals.,in number he competed in the number olympic games in number. he finished fourth.,His body was later burned.,-4.110716819763184
5775,It was founded on August thanks to the merger of Paris FC LRB a pool of financial investors RRB and Stade Saint Germain.,it was founded on july number and became a member of the association lrb rrb. it was formed by the swiss banker lrb d. rrb to finance the finance fund of the french banker and banker., ,-5.150516033172607
5776,The railing system The balustrade is the system of railings and balusters that prevents people from falling over the edge.,the weir is designed to protect against the elements of the wall and prevent the collision of ships.,The balustrade is the complete system of railings and pickets that prevents people from falling over the edge.,-4.0319108963012695
5777,England won the ICC World Twenty defeating Australia in the final by wickets.,the australian cricket team won the world cricket championship in australia in.,England won the ICC World Twenty defeating Australia in the final by seven wickets.,-3.708310127258301
5778,A Grackle is a gregarious passerine bird native to North and South America.,it is a small bird that lives in tropical forests and forest areas of southern africa.,A Grackle is a bird that lives around North and South America.,-3.5929322242736816
5779,The energy from the nearby star or stars is insufficient to ionize the gas of the nebula to create an emission nebula but is enough to give sufficient scattering to make the dust visible.,it is the source of light that is scattered out by the star to the surface of the star. this is because the light source is the core of the universe and that the light from the star is visible enough enough to make the star out of the atmosphere.,The light from the nearby star or stars is not hot enough to ionize the gas of the nebula to make an emission nebula but is enough to make the dust visible because the light reflects off of the dust.,-3.4615366458892822
5780,He was buried in London but years later his remains were transferred on an initiative of Richard Wagner and re buried in Dresden.,he was buried in dresden but died in a funeral in dresden.,He was buried in London.,-3.001460552215576
5781,Shosuke Katayama is a Japanese footballer.,koyamayama katayama lrb born march rrb is a japanese football player.,Shosuke Katayama LRB born September RRB is a Japanese football player.,-5.521113395690918
5782,LOCATION LRB Inupiaq Sitnasuaq RRB is a city in the LOCATION state of LOCATION located on the southern LOCATION coast on LOCATION.,location is a city of location in the location region of location. it is located on the location coast of location location.,Nome is a city that can be found on the southern LOCATION coast on LOCATION. It is in the LOCATION state of LOCATION.,-3.0228567123413086
5783,The ORGANIZATION has also proposed kid for websites designed for children.,it is designed for kids who want to play games for children who are not allowed to play.,The ORGANIZATION has also proposed. kid for websites designed for children.,-3.255547046661377
5784,While the album was commercially successful Siren Song of the Counter Culture is not Rise Against s highest charting album on the Billboard peaking only at subsequent albums The Sufferer The Witness and Appeal to Reason both charted higher peaking at and respectively.,the album was released on the billboard records chart in the number and the billboard billboard charts.,Despite its big commercial success Siren Song of the Counter Culture is not Rise Against s highest charting album on the Billboard peaking at number subsequent albums The Sufferer The Witness and Appeal to Reason both charted higher peaking at number and number.,-4.512960433959961
5785,He is best known for writing Das Lied der Deutschen its third stanza now being the national anthem of LOCATION and a number of popular children s songs.,it is the main song of the german national anthem lrb number rrb. it is also known as the german song of germany.,He is best known for writing Das Lied der Deutschen which is now the national anthem of LOCATION and a number of popular childrens songs.,-4.254733085632324
5786,In cold climates underwear may be an additional layer of clothing that helps the wearer keep warm.,it is used to protect the skin from colds of cold as a protective layer of protective clothing.,In countries where the weather is cold underwear is one more layer of clothing that helps the wearer to keep warm.,-3.663975477218628
5787,In NUMBER PERSON I of Saxe Weimar inheritated the Duchy of Saxe Eisenach.,in number person became duke of saxe saxe weimar and saxe weimar.,PERSON LRB NUMBER NUMBER RRB son of PERSON ,-4.240172386169434
5788,Waterloo Script was created at the University of Waterloo later.,the university of waterloo was founded in. the university was started in.,Waterloo Script was created later at the University of Waterloo LRB UW in Canada RRB.,-4.172412872314453
5789,Kerrang magazine October th The EP also marked Sarah Jezebel Deva s debut with the band replacing Andrea Meyer Cradle s first female vocalist and self styled satanic advisor.,the band s first album was released on october. it was released in november.,Sarah Jezebel Deva Backing Vocals,-3.7021396160125732
5790,The season was an average but destructive season with depressions but only became storms.,the storm was a tropical storm with a low of number and winds.,Hurricane Bob,-4.205128192901611
5791,Joanna of Navarre daughter of Charles II of Navarre LRB d. RRB ,she married charles ii of navarre lrb died rrb.,Joanna of Navarre daughter of Charles II of Navarre LRB died RRB ,-6.251986980438232
5792,The mean temperature ranges from about in the Central Highlands where frost may occur for several days in the winter to a maximum of approximately in other low altitude areas.,in the summer of the year there are a lot of warm temperatures in the northern part of the mountain range and some of the highest temperatures are usually in the southern hemisphere.,Central,-3.4452736377716064
5793,John Beaumont th Baron Beaumont Constable of Dover Castle LRB b. RRB ,sir sir henry beaumont lrb d. rrb,John Beaumont th Baron Beaumont Constable of Dover Castle LRB born RRB ,-5.174213409423828
5794,PERSON a political party in LOCATION.,in location location was a member of the organization in location.,The PERSON is a political party in LOCATION.,-4.944504261016846
5795,A wide variety of ominous or hellish supernatural dogs occur in mythologies around the world similar to the ubiquitous dragon.,a monster is a type of animal in the folklore of some of the world s folklore.,Many ominous or hellish supernatural dogs are in mythology around the world similar to the ubiquitous dragon.,-3.6372241973876953
5796,Biggar is a town and former burgh in South Lanarkshire Scotland.,it is a town in the district of burghale in the north west of scotland.,Biggar is a town in South Lanarkshire Scotland.,-3.3580007553100586
5797,Following the resignation of PERSON as Prime Minister and Labor Leader PERSON became Party Leader and replaced ORGANIZATION Leader PERSON LRB who became Prime Minister RRB as Leader of the Opposition. She served in both roles until the ORGANIZATION party elected PERSON as Leader.,person became leader of the party lrb organization rrb and was the leader of organization from number until number when he was elected as leader.,Following PERSON s resignation as ORGANIZATION leader on NUMBER May NUMBER PERSON was the acting leader of the ORGANIZATION until PERSON was elected on September NUMBER NUMBER.,-4.689359188079834
5798,Although its beginnings were in the House and Home Financing Agency it was founded as a Cabinet department in as part of the Great Society program of President Lyndon Johnson to develop and execute policies on housing and metropolises.,he served as a federal secretary of state for the u. s. government and the united states department of state.,Although its beginnings were in the House and Home Financing Agency it was founded in to develop and execute policy on housing and cities.,-3.844271659851074
5799,The prosecution entered indictments against major war criminals and six criminal organizations the leadership of the Nazi party the Schutzstaffel LRB SS RRB and Sicherheitsdienst LRB SD RRB the Gestapo the Sturmabteilung LRB SA RRB and the High Command of the German armed forces LRB OKW RRB.,the ss ss lrb ss ss rrb was the leader of the german ss and ss of the ss lsb rrb and the commander of the organization.,The prosecution brought charges against major war criminals and six criminal organizations the leadership of the Nazi Party the Schutzstaffel LRB SS RRB and Sicherheitsdienst LRB SD RRB the Gestapo the Sturmabteilung LRB SA RRB and the High Command of the German armed forces LRB OKW RRB.,-4.633400917053223
5800,Founded in by singer Bill Kaulitz guitarist Tom Kaulitz drummer Gustav Sch fer and bassist Georg Listing.,he was born in los angeles in december and was a member of the band zucker quartet.,The drummer is Gustav Sch fer and bass guitarist is Georg Listing.,-4.637051105499268
5801,As a means of recording the passage of time the th century lasted from NUMBER to NUMBER.,it was recorded from number to number by the th century. the time to number was the longest period of recording recorded by the location.,The th century is the century from NUMBER to NUMBER.,-3.5689191818237305
5802,ORGANIZATION is a British charter and scheduled airline based in LOCATION LOCATION.,organization is an airline based in location location.,ORGANIZATION is a budget airline which is based in the LOCATION.,-2.7240984439849854
5803,During the history of the spice trade sailors of the ORGANIZATION of the second expedition of PERSON PERSON and PERSON who stayed in LOCATION on LOCATION first reached the Island in NUMBER and developed good contacts with the inhabitants.,in number person arrived in the location on the location in number. person went to the location to the island of location.,During the history of the spice trade sailors of the British ORGANIZATION of the second expedition of PERSON PERSON and PERSON who stayed in LOCATION on LOCATION first reached the Island in NUMBER. They made good contacts with the people who lived there.,-3.759490728378296
5804,Staicele is a town in Latvia.,it is found in the region estonia estonia estonia latvia latvia and lithuania.,Staicele is a town in Latvia with town rights since.,-5.273841381072998
5805,On October she took twenty one male and eleven female convicts to Norfolk Island returning to Port Jackson on October.,on october number she left australia on september and arrived on the island of tasmania on august.,In October the Golden Grove took convicts from Sydney to the penal colony on Norfolk Island.,-4.234144687652588
5806,Brabova is a commune in Dolj County Romania with a population of people.,in brajjj is a commune found in the county romania.,Brabova is a commune found in Dolj County Romania.,-5.033841609954834
5807,Warne also scored a property crime risk of which reflects the combined risks of burglary larceny and motor vehicle theft.,it is considered to be a dangerous crime crime crime in the state of location.,Warne also scored a property crime risk of.,-3.6612815856933594
5808,The season began early as Tropical Storm Arlene formed on May NUMBER.,it was the first tropical storm of the season on september number.,However this season a storm formed on May NUMBER.,-3.3970162868499756
5809,A geographical pole LRB also geographic pole RRB is either of the two points the north pole and the south pole on the surface of a rotating planet LRB or other rotating body RRB where the axis of rotation LRB or simply axis RRB meets the surface of the body.,the pole is a pole shaped circle of the earth lrb equator rrb. it is part of the polar pole of the location lrb the polar circle rrb and is the opposite of the equator. the equator lrb latitude rrb which is the equator of the planet.,Geographical pole means either of two points on the surface of a rotating planet. It is the place the axis meets the surface of the planet.,-4.19638729095459
5810,ORGANIZATION are one of the founder members of the ORGANIZATION.,the organization is a group of members of the organization.,Deepdale is a football stadium in LOCATION LOCATION.,-3.0106539726257324
5811,It was first performed at PERSON s ORGANIZATION in LOCATION on June NUMBER NUMBER conducted by PERSON and was the first of PERSON s operas to be a critical and popular success.,in number person s opera was performed in location. it was first performed on location in number by person.,It was first performed in NUMBER.,-4.104897975921631
5812,This law is also called ORGANIZATION s point rule ORGANIZATION s junction rule LRB or nodal rule RRB and ORGANIZATION s first rule.,organization lrb organization rrb is the organization system of organization rules. it is the first rule system to be set up in the organization.,This is the same as Kirchhoffs junction law.,-3.8648974895477295
5813,Non response within five days and or his her non appearance will cause forfeiture of slot in the College.,in the end he says that the coin of the coin will leave no one leaving it at the same time.,Non response within five LRB RRB days and or his her non appearance will cause forfeiture of slot in the College.,-4.542393207550049
5814,It was adapted into a film named PERSON and the Olympians The Lightning Thief which was released in the LOCATION on February NUMBER NUMBER.,person was the first movie in the number series of location and the first time person was in location.,It was made into a film named PERSON and the Olympians The Lightning Thief. The film was first shown in the LOCATION on February NUMBER NUMBER.,-3.985724449157715
5815,PERSON is a town in the LOCATION district in LOCATION LOCATION.,person is a town in location location location.,PERSON is a city in LOCATION LOCATION.,-2.964177131652832
5816,Alice in Chains is an American rock band formed in Seattle Washington in by guitarist Jerry Cantrell and original lead vocalist Layne Staley.,in the united states singer bob dylan was born in new york city in the late late s.,Discography,-5.648834228515625
5817,During the s Welty worked as a publicity agent for the Works Progress Administration a job that sent her around Mississippi.,she worked as a labor union organizer for the u. s. government. she worked for the union.,Welty worked as a publicity agent for the work progress administration.,-3.7185795307159424
5818,The four door LOCATION and Villager wagons and the two door Roundup wagon were based on the NUMBER Prime wheelbase ORGANIZATION station wagon platform and shared the trim and features of the Ranger and Pacer models.,they had two sizes of supervans and number stock stock stock stations. they were used by the organization and the organization.,The LOCATION Villager and Roundup were station wagons based on the two smaller Edsel models.,-5.883406639099121
5819,The first armored agnathans the Ostracoderms precursors to the bony fish and hence to the tetrapods LRB including humans RRB are known from the middle Ordovician and by the Late Silurian the agnathans had reached the high point of their evolution.,the tetrapods lrb early tetracosaurs rrb were probably to have lived in the middle of the ceropoda.,Not to be confused with the Osteichthyes LRB bony fish RRB who were ancestors of the bony fish and hence of tetrapods LRB including human beings RRB. By the upper Silurian the Agnathans had reached the high point of their evolution.,-5.031531810760498
5820,God seeing the wickedness of man is grieved by his creation and resolves to send a great flood.,after the battle of god god is killed by the evil god god.,The well known th century geometrician Johannes Buteo worked out the ships internal dimensions.,-4.146963596343994
5821,The second theme is more graceful and in D major the dominant key of G major.,the main theme is g major in g major.,A short while after the famous opening theme comes a second theme which is more graceful and in D major the dominant key of G major.,-4.08400297164917
5822,The screenplay is by PERSON based on the play that was based on the book My LOCATION Father by ORGANIZATION NUMBER PERSON PERSON The Perennial Philadelphians The Anatomy of an ORGANIZATION.,the book was written by person. the book is about the life of person., Strengthen The Dwelling ,-3.095036268234253
5823,The Cardinals were founded in and are the oldest continuously run professional American football club in the United States.,the organization is the oldest football team in the united states.,They are the oldest continuous professional American football club in the United States founded in in Chicago Illinois.,-3.150146484375
5824,On October NUMBER it transitioned into an extratropical cyclone and the next day the remnants of PERSON were absorbed by another extratropical storm over LOCATION.,on the day of the hurricane person passed through the location and became a tropical cyclone. it was also declared a tropical storm.,On October NUMBER it turned into an extratropical cyclone and the next day the remnants of PERSON were absorbed by another extratropical storm over LOCATION.,-3.1644177436828613
5825,Immediately beyond the LOCATION discharge to the LOCATION is the coastal town of LOCATION.,location is a town in location location. the town is located on the location.,Just north of the LOCATION mouth is the small town of LOCATION and the beach LOCATION.,-3.550050973892212
5826,PERSON LRB born January NUMBER NUMBER RRB who performs under stage name PERSON is a Jamaican Grammy winning reggae singer rapper who is the former lead vocalist of the Dutty Cup Crew.,person lrb born january number number in location location rrb is a british singer songwriter and musician.,PERSON LRB born January NUMBER NUMBER RRB is a popular and well known Jamaican reggae and dancehall musician. He is also known by nickname PERSON.,-4.559659004211426
5827,History The province was part of the old La Altagracia Province which split into La Altagracia Province and La Romana Province in February.,the province was divided between the province of moravia and delcia in the middle of the modern day spain.,In February the La Romana province was split in two provinces La Romana and La Altagracia.,-4.151892185211182
5828,The Cybermen also use smaller cybernetic creatures called cybermats as weapons of attack.,the cyberman is a cyber cyber cybermen that can attack enemies and attack other enemies.,The Cybermen also use smaller cybernetic creatures called cybermats to attack.,-4.265796184539795
5829,They are marine animals with a leathery skin and an elongated body containing a single branched gonad.,it is a large shell that has a long neck and a long tail.,Some species of coral reef sea cucumbers defend themselves by expelling sticky cuvierian tubules to entangle potential predators.,-3.2880611419677734
5830,Author and critic PERSON described a mania that started to develop for PERSON in the NUMBER as Austenolatry it was only after the publication of the Memoir that readers developed a personal connection with PERSON.,person wrote that person was a very important influence on person s life. the book was written in number but was published in number number.,Writer and critic PERSON described a mania for PERSON that grew in the NUMBER as Austenolatry. It was only after the the Memoir was printed that readers grew to like PERSON as a person.,-3.8965907096862793
5831,U.S. Route is a north south United States highway in the states of Delaware New Jersey and New York in the United States.,it is a city of new jersey in the united states.,U.S. Route is a United States highway in the states of Delaware New Jersey and New York.,-4.6221771240234375
5832,In he obtained his PhD with a thesis on the relationship between the Slovenian Christian Socialist movement and the Communist Party of Slovenia within the Liberation Front of the Slovenian People which was still a controversial topic at the time.,he was a member of the communist party in the split of the soviet union. he was also the leader of the social democratic party in hungary.,He obtained his PhD in with thesis on the relationship between the Slovenian Christian Socialist movement and the Communist Party of Slovenia within the Liberation Front of the Slovenian People which at the time was a somehow problematic topic.,-3.0836830139160156
5833,It was founded by Milton S. Hershey in as the Hershey Chocolate Company a subsidiary of his Lancaster Caramel Company.,she was born in the united states. she was the first wife of the founder of the chocolate company.,The company was founded by Milton S. Hershey in as the Hershey Chocolate Company.,-3.289834976196289
5834,Life Story LRB ORGANIZATION RRB LRB LOCATION Title The Race for the Double Helix RRB LRB O O RRB ,the organization lrb number rrb lrb o rrb is a race race held in location lrb rrb.,The Race for the Double Helix LRB O O RRB ,-5.750381946563721
5835,Most of the mined caesium LRB as salts RRB is directly converted into caesium formate LRB HCOO Cs RRB for applications such as oil drilling.,it is made of potassium carbonate lrb c. rrb. it is used as a fuel source for tungsten lrb curic acid rrb as a source of potassium.,Caesium forms compounds with many other chemical elements. Caesium formate is used in oil drilling because of its high density.,-4.324890613555908
5836,The scaphoid contributes to the stability of the midcarpus as it articulates distally with the trapezium and the trapezoid.,the sclery trap trap trapanoptor is a trap trapary and trap trap in the trap trapartus and the metacarina.,Trapezium,-6.141054153442383
5837,PERSON PERSON of LOCATION and LOCATION ,person and person of location are the people of location and location.,PERSON st Earl of PERSON ,-3.2964136600494385
5838,The player therefore has the choice of either sticking with the original choice of door or choosing the sum of the contents of the two other doors as the chance of hiding the car has not been changed by the opening of one of these doors.,in the end of the game the player has to choose between the two sides of the outcome of the player s choice of the other choosing which one side of the choosing is chosen from the other.,The chance of the car being somewhere behind the other two doors is two out of three. So to improve his chance of winning a car the player if given the choice should swap his one door for the other two doors right away.,-3.596652030944824
5839,Many years later when Max is in middle school he finds out that Freak and his mother Guinevere LRB referred to as The Fair Gwen after King Arthur s wife RRB are moving into the house next door.,he was born in the village of castle castle in the town of new castle in england.,Many years later when Max is in middle school the real story begins.,-4.88455057144165
5840,Peace Power and the University Prepared for Students for a Democratic Society and the Peace Research and Education Project.,the university of science and science research center and development began to support the development of the green and green society and the peace society.,Ann Arbor Peace Research and Education Project.,-4.981503486633301
5841,His racing career was cut short by illness after only one year following which he spent two years as a show horse.,he was one of the last two professional sporting racing career before he died of heart attack.,His racing career was cut short by illnesses. After racing he became a show horse and a roping horse.,-4.188775539398193
5842,Distinguish from Begga and Bega.,bega beg beg bega is also divided into bega and bega.,Some shelters also offer business cards with information on the shelters location and services which can be given instead of cash.,-3.8331289291381836
5843,The Cat Who Could Read Backwards LRB O O RRB ,the mouse lrb o o rrb lrb rrb is a human language.,The Cat Who Tailed a Thief,-4.665887832641602
5844,Original member PERSON left the group on June NUMBER NUMBER to start a family LOCATION LRB NUMBER RRB.,person moved to location lrb number number rrb. it was the last member of the organization.,PERSON left the group on January NUMBER NUMBER.,-4.420536041259766
5845,Nicola Pisano LRB also called Niccol Pisano Nicola de Apulia or Nicola Pisanus c. c. RRB was an Italian sculptor whose work is noted for its classical Roman sculptural style.,he was born in rome italy lrb died number rrb.,Nicola Pisano LRB also called Niccol Pisano and Nicola de Apulia RRB LRB c. c. RRB was an Italian sculptor who is best known for the works that he made for Pisa Cathedral.,-6.048102855682373
5846,Pakistan opposes Iraq war BBC News Pakistan was under pressure by the public to vote against the war although some had been considering a vote for the war.,the british government said that the pakistani government would not support the pakistan government because of the war.,Pakistan was under pressure by the public to vote against the war although some had been considering a vote for the war.,-3.457294225692749
5847,Lachlan Mitchell born September in Australia is a rugby union player for London Wasps in the Guinness Premiership and Heineken Cup.,he was born in rugby rugby union in the united kingdom. he is currently playing for the rufc in the nfl.,Other websites,-4.4388227462768555
5848,The Afrika Korps were never accused of any war crimes and PERSON himself referred to the fighting in LOCATION as PERSON ohne PERSON war without hate.,in number person died in location in location location.,The Afrika Korps was never accused of any war crimes and PERSON himself referred to the fighting in LOCATION as PERSON ohne PERSON war without hate.,-5.78913688659668
5849,PERSON also reorganized the new empire the Tahuantinsuyu or the united four provinces. ,the people of the province of location and the taichun people the tai taihuan people and the tehuahuan are named after the people.,PERSON reorganized the new empire the Tahuantinsuyu or the united four provinces. ,-4.530868053436279
