,source_sentence,pred,bart_score
5527,"For example , tree placement in the Jungle zone changes each time a new game is begun , but the start location will not , and the Jungle zone stays adjacent to the same areas .","'For example, tree placement in the Jungle zone changes each time a new game is started, but the start location will not change, and the Jungle zone stays adjacent to the same areas.",-1.208090544
5528,"The test episodes engendered a favorable audience response , and led to a continuing radio program in November 1987 , called Odyssey USA .","'The test episodes drew a favorable audience response, and led to a radio program in November 1987, called Odyssey USA.",-1.747775793
5529,"PERSON@1 -LRB- PERSON@2 -RRB- , a sailor , receives a sailing scholarship to ORGANIZATION@1 .","'PERSON@1 -LRB- PERSON@2 -RRB-, a sailor, receives a sailing scholarship to ORGANIZATION@1.",-1.050315022
5530,"On the western edge of the island is Colombier beach , which is only reachable by boat or a hike .","'On the western edge of the island is Colombier beach, which is only accessible by boat or a hike.",-1.180311561
5531,"Rodgers announced in May 2009 that the ` Queen + Paul Rodgers ' collaboration had come to an end , saying '' it was never meant to be a permanent arrangement '' .","""Rodgers said in May 2009 that the Queen + Paul Rodgers'collaboration had come to an end, saying '' it was never meant to be a permanent arrangement ''.",-1.470760465
5532,"The Epistle of PERSON@1 to the Colossians , usually referred to simply as Colossians , is the 12th book of the New Testament .",'The Epistle of PERSON@1 to the Colossians is the 12th book of the New Testament.,-0.663624287
5533,"Poa pratensis forms a valuable pasture plant , characteristic of well-drained , fertile soil .","'Poa pratensis forms a valuable pasture plant. It is found in well-drained, fertile soil.",-1.2062428
5534,"In 1999 , the Indonesian government decided , under strong international pressure , to hold a referendum on the future of East Timor .","'In 1999, the Indonesian government decided to hold a referendum on the future of East Timor.",-0.840184391
5535,"Kot Choudrain is a village and Union Council , an administrative subdivision , of Chakwal District in the Punjab Province of Pakistan , it is part of Chakwal Tehsil .","'Kot Choudrain is a village and Union Council, an administrative subdivision, of Chakwal District in the Punjab Province of Pakistan.",-0.832502902
5536,"It is interesting to note that he also composed several campaign songs , among them the popular '' Our Nominee , '' used in the day of James K. Polk 's candidacy .","""He also wrote several campaign songs, among them the popular '' Our Nominee, '' used in the day of James K. Polk's candidacy.",-1.112049103
5537,The Southern Ocean is the second smallest of the five named oceans .,'The Southern Ocean is the second smallest of the five named oceans.,-0.961925507
5538,"They become roommates in a bohemian enclave in the Village , where they share an apartment with others , most notably Sadie -LRB- Dana Fuchs -RRB- , their landlady , who is an aspiring singer and a representation of Janis Joplin .","'They become roommates in a bohemian enclave in the Village, where they share an apartment with others.",-0.995596945
5539,"Influenced at a young age by heavy metal bands such as PERSON@1 , Death , PERSON@2 , ORGANIZATION@1 , King Diamond and Morbid Angel , Ã","'PERSON@3 was first influenced at a young age by heavy metal bands such as PERSON@1, Death, PERSON@2, ORGANIZATION@1, King Diamond and Morbid Angel",-1.457545757
5540,"For example , the third occurs both as three semitones away from Re , Mi , La , and Ti in the major scale -LRB- or in the C major diatonic scale , three semitones above D , E , A , and B -RRB- , and four semitones away from Do , ORGANIZATION@1 , and Sol , -LRB- or C , F , and G -RRB- .","'For example, the third occurs both as three semitones away from Re, Mi, La, and Ti in the major scale -LRB- or in the C major diatonic scale -RRB-, three semitones above D, E, A, and B -RRB-, and four semitones away from Do, ORGANIZATION@1, and Sol, -LRB- or C, F, and G -RR",-0.868018389
5541,All tracks written by Lou Reed unless otherwise noted .,'All tracks written by Lou Reed unless otherwise noted.,-1.348364353
5542,High speed services are operated by ORGANIZATION@1 trains -LRB- British Rail class NUMBER@1 Locomotives -RRB- with Mk3 coaches .,'High speed services are operated by ORGANIZATION@1 trains -LRB- British Rail class NUMBER@1 Locomotives -RRB- with Mk3 coaches.,-0.596181154
5543,"A vassal , in the terminology that preceded and accompanied the feudalism of medieval LOCATION@1 , is one who enters into mutual obligations with a monarch , usually of military support and mutual protection , in exchange for certain guarantees , which came to include the terrain held as a fief .","'A vassal, in the terminology that preceded and accompanied the feudalism of medieval LOCATION@1, is one who enters into mutual obligations with a monarch, in exchange for certain guarantees, which came to include the terrain held as a fief.",-0.907381296
5544,"His first spaceflight was Gemini 10 , when he and command pilot John W. Young performed two rendezvous with different spacecraft and Collins undertook two EVAs .","'His first spaceflight was Gemini 10, when he and command pilot John W. Young performed two rendezvous with different spacecraft and Collins did two EVAs.",-0.886046946
5545,"Dildo is a town on the island of Newfoundland in the province of Newfoundland and Labrador , Canada . It is located on the southeastern Dildo Arm of Trinity Bay about 60 kilometres west of St. John 's .","'Dildo is a town on the island of Newfoundland and Labrador, Canada.",-1.329491019
5546,"The period between the 3rd century and 6th century CE is known as the Golden Age of LOCATION@1 because of the large achievements Indians made in the fields of science , technology , engineering , art , dialectic , literature , logic , mathematics , astronomy , religion and philosophy during the LOCATION@2 .","'The period between the 3rd century and 6th century CE is known as the Golden Age of LOCATION@1 because of the big achievements Indians made in the fields of science, technology, engineering, art, dialectic, literature, logic, mathematics, astronomy, religion and philosophy during the LOCATION@2.",-0.772066295
5547,PERSON@1 -LRB- ; NUMBER@1 January NUMBER@2 & ndash ; NUMBER@3 October NUMBER@4 -RRB- was a French artist and Post-Impressionist painter whose work laid the foundations of the transition from the 19th century conception of artistic endeavor to a new and radically different world of art in the 20th century .,'PERSON@1 -LRB- NUMBER@1 January NUMBER@2 -- NUMBER@3 October NUMBER@4 -RRB- was a French artist and post-Impressionist painter.,-1.147633791
5548,"A special feature is the smart encoding , which allows the user to use NUMBER@1 encodings at the same time ; the user can send ORGANIZATION@1 and read ORGANIZATION@1 and CP-1252 for example .","'A special feature is the smart encoding, which allows the user to use NUMBER@1 encodings at the same time ; the user can send ORGANIZATION@1 and read ORGANIZATION@1 for example.",-0.799321294
5549,"PERSON@1 -LRB- born NUMBER@1 October NUMBER@2 -RRB- is a Belgian international footballer who can play as a central defender , left back or left sided midfielder .","'PERSON@1 -LRB- born NUMBER@1 October, NUMBER@2 -RRB- is a Belgian football player.",-1.351555943
5550,"Nikola igi -LRB- , born 25 September 1980 -RRB- is a Serbian footballer who plays for Birmingham City of the Premier League as a center forward .",'Nikola igi -LRB- born 25 September 1980 -RRB- is a Serbian football player.,-1.320064068
5551,Akita is famous for rice farming and its sake breweries .,'Akita is famous for farming rice.,-2.598349094
5552,"In Basque , the name of the language is officially Euskara -LRB- alongside various dialect forms -RRB- .","'In Basque, the name of the language is Euskara -LRB- alongside various dialect forms -RRB-.",-0.986713529
5553,Certain department stores are further classified as discount stores .,'Some department stores are also classified as discount stores.,-2.002517223
5554,"Family One of his sons , Ali Qazi , is today an active member in the Kurdish movement .","'Family One of his sons, Ali Qazi, is today an active member in the Kurdish movement.",-1.012576938
5555,The Cat Who Robbed a Bank -LRB-/O2000/O-RRB-,'The Cat Who Robbed a Bank,-2.025621176
5556,"In human sexual behavior , foreplay is a set of intimate psychological and physical acts between two or more people meant to create desire for sexual activity and sexual arousal .","'In human sexual behavior, foreplay is a set of intimate psychological and physical acts between two or more people meant to create desire for sexual activity and sexual arousal.",-0.68179518
5557,He and the ORGANIZATION@1 on Climate Change were jointly awarded the Nobel Peace Prize in NUMBER@1 .,'He and the ORGANIZATION@1 on Climate Change were awarded the Nobel Peace Prize in NUMBER@1.,-0.765927911
5558,"Other songs , such as the double track '' Lovers in Japan\/Reign of Love '' and '' Yes '' are about love and desire .","""Other songs such as '' Lovers in Japan/Reign of Love '' and '' Yes '' are about love and desire.",-1.370047331
5559,"At any node -LRB- junction -RRB- in an electrical circuit , the sum of currents flowing into that node is equal to the sum of currents flowing out of that node .","'At any node in an electrical circuit, the sum of currents flowing into that node is equal to the sum of currents flowing out of that node.",-0.772167981
5560,"Inside Report by PERSON@1 - Local News - News : ORGANIZATION@1 : Instant , reliable and credible local newsSnow mulling leaving ORGANIZATION@2 post : report - MarketWatchSpend , spend , spend ... the bountiful economics of a president in denial PERSON@2 - Times Online Snow submitted a letter of resignation on May NUMBER@1 , NUMBER@2 , effective '' after an orderly transition period for my successor .","'PERSON@1 - Local News - News : ORGANIZATION@1 : Instant, reliable and credible local newsSnow mulling leaving ORGANIZATION@2 post : report - MarketWatchSpend, spend... the bountiful economics of a president in denial PERSON@2 - Times Online Snow submitted a letter of resignation on May NUMBER@1, NUMBER@2.",-0.803174973
5561,Indulgences replaced the severe penances of the early Church .,'Indulgences replaced the severe penances of the early Church.,-0.982019067
5562,"Turgi is a municipality in the district of Baden in the canton of Aargau in Switzerland , located in the Limmat Valley -LRB- German : Limmattal -RRB- .","'Turgi is a municipality in the district of Baden in the canton of Aargau in Switzerland, located in the Limmat Valley -LRB- German : Limmattal -RRB-.",-0.754321218
5563,A Lance-Sergeant -LRB- LSgt -RRB- was formerly a Corporal acting in the capacity of a Sergeant .,'A Lance-Sergeant -LRB- LSgt -RRB- was formerly a Corporal acting in the capacity of a Sergeant.,-0.594673336
5564,"The lake flooding has displaced NUMBER@1 people from upstream villages , stranded -LRB- from land transportation routes -RRB- a further NUMBER@2 , and inundated over NUMBER@3 m of the LOCATION@1 .","'The lake flooding has displaced NUMBER@1 people from upstream villages, stranded -LRB- from land transportation routes -RRB- a further NUMBER@2, and inundated over NUMBER@3 meters of the LOCATION@1.",-0.735685885
5565,was the only parrot species native to the eastern LOCATION@1 .,'It is the only parrot species native to the eastern LOCATION@1.,-1.556115985
5566,Haramont is a commune in the LOCATION@1 department in LOCATION@2 in northern LOCATION@3 .,'Haramont is a commune. It is found in the region LOCATION@2 in the LOCATION@1 department in the north of LOCATION@3.,-2.160074949
5567,"As well as these principal conductors , the orchestra has had several notable guest conductors , including Arturo Toscanini , who made a series of commercial recordings with the orchestra in Queen 's Hall from 1937 to 1939 , which were released by His Master 's Voice in the UK and RCA Victor in the US .","""As well as these principal conductors, the orchestra has had several notable guest conductors, including Arturo Toscanini, who made a series of commercial recordings with the orchestra in Queen's Hall from 1937 to 1939. These were released by His Master's Voice in the UK and RCA Victor in the US.",-0.792880774
5568,"; also known as Kamu-nuna-kaha-mimi no mikoto ; was the 2nd emperor of LOCATION@1 , ORGANIZATION@1 -LRB- PERSON@1 -RRB- : -LRB-/O2/O-RRB- according to the traditional order of succession.Ponsonby-Fane , PERSON@2 .","'He was the 2nd emperor of LOCATION@1, ORGANIZATION@1.",-1.429148197
5569,"The Zipingpu -LRB- -RRB- hydro power station , east of the epicenter was destroyed .","'The hydro power station -LRB- -RRB-, east of the epicenter was destroyed",-1.995873213
5570,"He attended ORGANIZATION@1 and the ORGANIZATION@2 , where he received a Bachelor of Medicine and Surgery in NUMBER@1 .","'He attended ORGANIZATION@1 and the ORGANIZATION@2, where he received a Bachelor of Medicine and Surgery in NUMBER@1.",-0.735150874
5571,"The proton in chemistry Atomic number In chemistry the number of protons in the nucleus of an atom is known as the atomic number , which determines the chemical element to which the atom belongs .",'The proton in chemistry The number of protons in the nucleus of an atom is known as the atomic number. This determines the chemical element to which the atom belongs.,-0.870435894
5572,The passage is named after the 16th century English pirate Sir PERSON@1 .,'The passage is named after the 16th century English pirate Sir PERSON@1.,-1.10054493
5573,"Mailand NUMBER@1 , pp .","'Mailand NUMBER@1, pp.",-2.253245831
5574,The weedy sea dragon is the marine emblem of the State of Victoria .,'The weedy sea dragon is the marine emblem of Victoria.,-1.12463212
5575,"Sega sponsored the group 's '' Wonder 3 '' tour , painting Sonic on the tour bus , distributing pamphlets advertising the game , and having footage of the game broadcast above stage prior to its release .","""Sega sponsored the group's '' Wonder 3 '' tour, painting Sonic on the tour bus, distributing pamphlets advertising the game, and having footage of the game broadcast above stage before it was released.",-0.795678616
5576,"December 17 , 1963 , to March 30 , 1966 , Mayor of City Seoul .","'December 17 1963 - March 30 1966, Mayor of City Seoul",-2.594724417
5577,"Books may also refer to works of literature , or a main division of such a work .",'Books may also refer to works of literature.,-1.728098869
5578,"For his service , PERSON@1 received four ORGANIZATION@1 , a Good Conduct Medal , and a ORGANIZATION@2 .","'For his service, PERSON@1 received four ORGANIZATION@1, a Good Conduct Medal, and a ORGANIZATION@2.",-0.824061394
5579,PERSON@1 -LRB- c. NUMBER@1 NUMBER@2 November NUMBER@3 -RRB- was an English composer .,"'PERSON@1 -LRB- born NUMBER@1 November NUMBER@2, LOCATION@1 -RRB- was an English composer.",-2.263832808
5580,Wavrans-sur-l â Aa is a commune in the LOCATION@1 department in the LOCATION@2 region of LOCATION@3 .,'Wavrans-sur-l â Aa is a commune. It is found in the region Nord-Pas-de-Calais in the LOCATION@1 department in the north of LOCATION@3.,-1.997032166
5581,"In the tenth game PERSON@1 tried to win tactically and took a big advantage , but he missed a clear win at the 35th move , continued to take increasing risks and finished by losing .","'In the tenth game PERSON@1 tried to win tactically and took a big advantage, but he missed a clear win at the 35th move, continued to take increasing risks and finished by losing.",-0.681576908
5582,"Keane played this song at the historic concert Live 8 in London , along with the single '' Bedshaped '' .","""He played this song at the historic concert Live 8 in London, along with the single '' Bedshaped ''.",-1.598201752
5583,"The NUMBER@1 LOCATION@1 bombings were a series of NUMBER@2 bomb explosions that took place in LOCATION@1 -LRB- now LOCATION@2 -RRB- , LOCATION@3 on March NUMBER@3 , NUMBER@1 .","'The NUMBER@1 LOCATION@1 bombings took place in LOCATION@1 -LRB- now LOCATION@2 -RRB- on March NUMBER@3, NUMBER@1.",-0.950796068
5584,"Home to millions of species , including humans , LOCATION@1 is the only place in the universe where life is known to exist .","'Home to millions of species, including humans, LOCATION@1 is the only place in the universe where life is known to exist.",-0.893039286
5585,"Heathrow is 12 N west of Central London , and has two parallel main runways spanning running east-west and four operational terminals .","'Heathrow is 12 N west of Central London, and has two parallel main runways running east-west and four operational terminals.",-0.891378701
5586,"The first single from the album , released June 21 , 2007 , '' Misery Business '' , is , according to Williams , '' more honest than anything I 've ever written , and the guys matched that emotion musically . ''","""The first single from the album, released June 21, 2007, is '' Misery Business ''.",-1.618737936
5587,NUMBER@1 19-year-old West German pilot PERSON@1 evades LOCATION@1 air defenses and lands a private plane in LOCATION@2 in LOCATION@3 .,'NUMBER@1 19-year-old West German pilot PERSON@2 escapes LOCATION@1 air defenses and lands a private plane in LOCATION@2 in LOCATION@3.,-1.420931101
5588,"Further singles '' Banquet '' -LRB- which reached number 13 in NME 's ` Top 50 Singles of 2005 ' -RRB- , '' Helicopter '' , and '' Pioneers '' , whilst failing to repeat this success , still managed to reach the UK top 20 .","""Further singles '' Banquet '' -LRB- reached number 13 in NME's  Top 50 Singles of 2005'-RRB-, '' Helicopter '', and '' Pioneers '', although failing to repeat this success, still managed to reach the UK top 20.",-1.382047176
5589,"The ORGANIZATION@1 is the tallest mixed-use skyscraper in LOCATION@1 , located on the south side of West 56th Street between 6th and 7th Avenues in LOCATION@2 .","'The ORGANIZATION@1 is the tallest mixed-use skyscraper in LOCATION@1, located on the south side of West 56th Street between 6th and 7th Avenues in LOCATION@2.",-0.56312412
5590,PERSON@1 -LRB- NUMBER@1 August NUMBER@2 March NUMBER@3 -RRB- was a German opera director .,"'PERSON@1 -LRB- August NUMBER@1, NUMBER@2 : March NUMBER@3 -RRB- was a German opera director.",-1.543579578
5591,NUMBER@1 NUMBER@2 -- -- colspan = '' NUMBER@2 '' -- -- NUMBER@1 NUMBER@2,"""NUMBER@1 NUMBER@2 -- -- colspan = '' NUMBER@2 '' -- -- NUMBER@1 NUMBER@2 -- --",-0.876887739
5592,"PERSON@1 's technique would have been far too expensive to enable routine manufacturing of gold , but his work is the closest to the mythical Philosopher 's Stone .","""PERSON@1's technique would have been far too expensive to enable routine manufacturing of gold.",-0.948558033
5593,"Henry John Heinz III -LRB- October 23 , 1938 -- April 4 , 1991 -RRB- was an American politician from Pennsylvania , a Republican member of the United States House of Representatives -LRB- 1971 -- 1977 -RRB- and the United States Senate -LRB- 1977 -- 1991 -RRB- .","""Henry John Heinz III -LRB- October 23 1938 â '' April 4 1991 -RRB- was an American politician from Pennsylvania, the United States House of Representatives -LRB- 1971 -- 1977 -RRB- and the United States Senate -LRB- 1977 -- 1991 -RRB-.",-1.242320299
5594,"Piccadilly is the second busiest railway station in the North of LOCATION@1 and the fourth busiest in the LOCATION@2 outside LOCATION@3 , after LOCATION@4 , LOCATION@5 and LOCATION@6 .","'Piccadilly is the second busiest station in the LOCATION@1 north, and the fourth busiest station in the LOCATION@2 outside LOCATION@3.",-1.335527062
5595,"For the original incarnations of the ORGANIZATION@1 , which operated between NUMBER@1 and NUMBER@2 , see ORGANIZATION@1 -LRB- baseball , NUMBER@3 -RRB-",'ORGANIZATION@1 -LRB- NUMBER@3 -RRB-,-1.695868134
5596,"The 1993 Bombay bombings were a series of 13 bomb explosions that took place in Bombay -LRB- now Mumbai -RRB- , India on March 12 , 1993 .","'The Bombay bombings took place in Bombay -LRB- now Mumbai -RRB-, India on March 12, 1993.",-1.380828142
5597,"1683 & ndash ; Charles FitzRoy , 2nd Duke of Grafton , British politician -LRB- d. 1757 -RRB-","'1683 - Charles FitzRoy, 2nd Duke of Grafton, British politician -LRB- died 1757 -RRB-",-1.746014833
5598,"Thereafter , he held positions at the ORGANIZATION@1 , the ORGANIZATION@2 , and the ORGANIZATION@3 .","'Later, he worked at the ORGANIZATION@1, the ORGANIZATION@2, and the ORGANIZATION@3.",-1.084360957
5599,"The county boundary with the North Riding of LOCATION@1 was adjusted : that part of the town of LOCATION@2 historically in LOCATION@1 was added to LOCATION@3 , while the portion of the Borough of Stockton-on-Tees in LOCATION@4 was ceded to the North Riding .","'The county boundary with the North Riding of LOCATION@1 was changed : that part of the town of LOCATION@2 in LOCATION@1 was added to LOCATION@3, while the portion of the Borough of Stockton-on-Tees in LOCATION@4 was ceded to the North Riding.",-0.770772517
5600,"Butcher made his debut for Ipswich against Everton in the First Division on 15 April 1978 and over the next eight seasons would establish himself as the club 's top central defender , combining leadership with great aerial ability and amazing courage .","""Butcher made his debut for Ipswich against Everton in the First Division on 15 April 1978. Over the next eight seasons he would become the club's top central defender.",-0.750058353
5601,"The city of Marquette averages about 141 inches of snow per year , making it the fifth snowiest city in the contiguous United States among those cities large enough to be reported .","'The city of Marquette averages about 141 inches of snow per year, making it the fifth snowiest city in the United States among those cities large enough to be reported.",-0.956448197
5602,British ethologist Richard Dawkins wrote about autocatalysis as a potential explanation for the origin of life in his 2004 book The Ancestor 's Tale .,"""British ethologist Richard Dawkins wrote about the origin of life in his 2004 book The Ancestor's Tale.",-1.546801209
5603,"1930 & ndash ; Sandra Day O'Connor , U.S. Supreme Court Justice","""1930 - Sandra Day O'Connor, U.S. Supreme Court Justice",-1.735547543
5604,"It is worn over the usual daily clothing -LRB- often a long dress or a shalwar kameez -RRB- and removed when the woman returns home -LRB- see purdah -RRB- , out of the view of men that are not her family .","'It is worn over the usual daily clothes -LRB- often a long dress or a salwar kameez -RRB- and removed when the woman returns home -LRB- see purdah -RRB-, out of the view of men who are not her family.",-0.921494365
5605,"In 1939 , he showed color television using a cathode ray tube in front of which revolved a disc fitted with color filters , a method taken up by CBS and RCA in the United States .","'In 1939, he showed color television using a cathode ray tube in front of which was a disc fitted with color filters.",-1.065823555
5606,"Alexandre Bolduc -LRB- born June 26 , 1985 in Montreal , Quebec -RRB- is a Canadian professional ice hockey center who currently plays for the Vancouver Canucks organization of the National Hockey League -LRB- NHL -RRB- .","'Alexandre Bolduc -LRB- born June 26, 1985 in Montreal, Canada -RRB- is a Canadian professional ice hockey center who plays for the Vancouver Canucks of the National Hockey League -LRB- NHL -RRB-.",-0.895260394
5607,The district is bounded to Pakistan in the west and to Kupwara and Baramulla districts that comes under the Kashmir section which is part of the greater dispute between India and Pakistan .,'The district is bounded to Pakistan in the west and to Kupwara and Baramulla districts that comes under the Kashmir section which is part of the larger dispute between India and Pakistan.,-0.696763396
5608,It was built by ORGANIZATION@1 and opened by the Prime Minister PERSON@1 on NUMBER@1 December NUMBER@2 .,'It was built by ORGANIZATION@1 and opened by PERSON@1 on NUMBER@1 December NUMBER@2.,-0.902776718
5609,"The end of the war resulted in the establishment of the LOCATION@1 -LRB- which later became the LOCATION@2 -RRB- , with the Constitution of NUMBER@1 officially making each of LOCATION@3 and LOCATION@4 and LOCATION@5 one of the six constituent republics of the new state .","'The end of the war made the LOCATION@1 -LRB- which later became the LOCATION@2 -RRB-, with the Constitution of NUMBER@1 officially making each of LOCATION@3 and LOCATION@4 and LOCATION@5 one of the six constituent republics of the new state.",-0.858997047
5610,"Under the leadership of Commander PERSON@1 , the Galactica and the pilots of '' Viper '' fighters lead a fugitive fleet of survivors in search of the fabled thirteenth colony known as LOCATION@1 .","""Under the leadership of Commander PERSON@1, the Galactica and the pilots of '' Viper '' fighters lead a fleet of survivors to search for the fabled thirteenth colony known as LOCATION@1.",-0.788653731
5611,"LOCATION@1 , in particular where modern day LOCATION@2 and LOCATION@3 are located , is one of the native areas of the wine producing vine vitis vinifera .","'LOCATION@1, especially where modern day LOCATION@2 and LOCATION@3 are located, is one of the native areas of the vine vitis vinifera grape.",-1.228463173
5612,"Bahawalpur : Area & Population Official Bahawalpur Government Website , Accessed 2009-09-17 Saraiki is the local language , while Urdu and English are official languages used in various educational and government institutions .","'Area & Population Official Bahawalpur Government Website, Accessed 2009-09-17 Saraiki is the local language, while Urdu and English are official languages used in various educational and government institutions.",-0.75977385
5613,"Accepted after her death in 1903 , it inspired an official of the Smithsonian Institution to call her '' First Lady of the National Collection of Fine Arts '' .","""It was accepted after her death in 1903. An official of the Smithsonian Institution to call her '' First Lady of the National Collection of Fine Arts ''.",-1.385575652
5614,"Six months after his first introduction to the game , PERSON@1 entered and won the NUMBER@1 LOCATION@1 State billiard championship .",'PERSON@1 won the NUMBER@1 LOCATION@1 State billiard championship.,-0.840119779
5615,The Zakarpattia Oblast has a total area of 12800 k and is located in the Carpathian Mountains region of western Ukraine .,'The Zakarpattia Oblast has a total area of 12800 k and is located in the Carpathian Mountains region of western Ukraine.,-0.627807558
5616,It is illegal in modern LOCATION@1 to have more than one spouse .,'It is illegal in modern LOCATION@1 to have more than one spouse.,-0.892032325
5617,"His political career began with the ORGANIZATION@1 , serving six consecutive terms .",'His political career began with the ORGANIZATION@1.,-1.539519906
5618,"PERSON@1 '' Maxi '' PERSON@2 -LRB- born NUMBER@1 January NUMBER@2 in LOCATION@1 , LOCATION@2 -RRB- is an Argentine footballer who currently plays for Spanish ORGANIZATION@1 club ORGANIZATION@2 .","""PERSON@1 '' Maxi '' PERSON@2 -LRB- born NUMBER@1 January NUMBER@2 -RRB- is an Argentine football player.",-0.873736322
5619,This is also home district of founder of Jeay Sindh Tahreek -LRB- nationalist movement of Sindh -RRB- G.M Syed .,'This is also home district of founder of Jeay Sindh Tahreek -LRB- nationalist movement of Sindh -RRB- G.M. Syed.,-0.669438779
5620,The data are from the 2000 U.S. Census and 2007 population estimates .,'The data are from the 2000 U.S. Census and 2007 population estimates.,-1.369048357
5621,Thenelles is a commune in the Aisne department in Picardy in northern France .,'It is found in the region Picardie in the Aisne department in the north of France.,-2.637439013
5622,"It has an aromatic , warm and slightly bitter taste .","'It has an aromatic, warm and slightly bitter taste.",-1.45481503
5623,"When the Church of God was formed in 1906 , one-third of its founders were women .","'When the Church of God was founded in 1906, one-third of its founders were women.",-0.980608165
5624,"Barbara Jean Blank -LRB- born January 15 , 1987 -RRB- is an American model , professional wrestler , and professional wrestling valet better known by her ring name Kelly Kelly .","'Barbara Jean Blank -LRB- born January 15, 1987 -RRB- is an American professional wrestler.",-1.134724498
5625,"Another extended version , the LOCATION@1 is also available -LRB- having been first presented at the NUMBER@1 ORGANIZATION@1 -RRB- .",'The LOCATION@1 is also available -LRB- having first been presented at the NUMBER@1 ORGANIZATION@1 -RRB-.,-0.988720894
5626,"PERSON@1 wrote to PERSON@2 's father that he was '' our mainstay among the young ones , of themselves liable to wander '' .","""PERSON@1 wrote to PERSON@2's father that he was '' our mainstay among the young ones, of themselves liable to wander ''.",-0.957582116
5627,"Eucalyptus regnans , known variously by the common names Mountain Ash , Victorian Ash , Swamp Gum , Tasmanian Oak or Stringy Gum , is a species of Eucalyptus native to southeastern Australia , in Tasmania and Victoria .","'It is also known as Mountain Ash, Victorian Ash, Swamp Gum, Tasmanian Oak or Stringy Gum.",-1.482805729
5628,They like to dwell in places with permanent water that is n't too deep .,"""They like to live in places withn't too deep water.",-1.810745239
5629,"Further , they claim that Baptists have no direct connection to any of the Reformationists like Luther , Calvin , or Zwingli .","'Further, they claim that Baptists have no direct connection to any of the Reformationists like Luther, Calvin, or Zwingli.",-0.947832227
5630,"John Lydgate , English Benedictine monk and poet -LRB- d. 1451 -RRB-","'John Lydgate, English Benedictine monk and poet -LRB- died 1451 -RRB-",-1.510258079
5631,"The city 's Cathedral is the destination today , as it has been throughout history , of the important 9th century medieval pilgrimage route , the Way of St. James -LRB- Galician : Camiño de Santiago , Spanish : Camino de Santiago -RRB- .","'The cathedral is the destination today, as it has been throughout history, of the important 9th century medieval pilgrimage route, the Way of St. James -LRB- Galician : Camio de Santiago, Spanish : Camino de Santiago -RRB-.",-1.177041769
5632,"At the feast , PERSON@1 vomited , angering her fellow winners .","'At the feast, PERSON@1 vomited, angering her fellow winners.",-1.105000138
5633,The name '' XP '' is short for '' experience '' .,"""The name '' XP '' is short for '' experience ''.",-1.836354613
5634,"He was famously accused of corruption in an impeachment in 1787 , but was acquitted in 1795 .","'He was accused of corruption in an impeachment in 1787, but was cleared in 1795.",-1.268742085
5635,"It is directly on the A61 , the former Roman road Ryknield Street .","'It is directly on the A61, the former Roman road Ryknield Street.",-1.232423067
5636,"They are commonly eaten with lemons and powdered sugar , jam , or caramelized apples .","'They are commonly eaten with lemons and powdered sugar, jam or caramelized apples.",-1.088742495
5637,"After a voyage which had got no further than Iceland , Cabot left again with only one vessel , the Matthew , a small ship -LRB- 50 tons -RRB- , but fast and able .","'After a voyage which had got no further than Iceland, Cabot left again with only one ship, the Matthew. It was a small ship -LRB- 50 tons -RRB-, but fast and able.",-0.984039485
5638,Around NUMBER@1 journalists visited the LOCATION@1 Zoo on what was dubbed '' Knut Day '' to report on the cub 's first public appearance to a worldwide audience .,"""Around NUMBER@1 journalists visited the LOCATION@1 Zoo on what was called '' Knut Day '' to report on the cub's first public appearance.",-0.927258074
5639,The Hyundai Verna is marketed in the U.S. as the Hyundai Accent .,'The Hyundai Verna is marketed in the U.S. as the Hyundai Accent.,-0.990822017
5640,"Claude Earl '' Chuck '' Rayner -LRB- b. August 11 , 1920 in Sutherland , Saskatchewan - d. October 5 , 2002 -RRB- was a Canadian professional hockey goaltender who played 9 seasons in the National Hockey League for the New York Americans and New York Rangers .","'Claude Earl Rayner -LRB- born August 11, 1920 in Sutherland, Saskatchewan - died October 5, 2002 -RRB- was a Canadian professional hockey goaltender who played 9 seasons in the National Hockey League for the New York Americans and New York Rangers.",-0.903473198
5641,"He is usually credited with the discovery of oxygen , having isolated it in its gaseous state , although Carl Wilhelm Scheele and Antoine Lavoisier also have a claim to the discovery .","'He is usually credited with the discovery of oxygen, having isolated it in its gaseous state, although Carl Wilhelm Scheele and Antoine Lavoisier also have a claim to the discovery.",-0.756149113
5642,"Stainless steel does not stain , corrode , or rust as easily as ordinary steel , but it is not stain-proof .","'Stainless steel does not stain, corrode, or rust as easily.",-1.426299095
5643,"Villages located in South Lanarkshire , Scotland .","'Villages located in South Lanarkshire, Scotland.",-1.769750953
5644,"The new LOCATION@1 emerged NUMBER@1 % smaller by NUMBER@2 k/O. The shift forced the migration of millions of people , most of whom were Poles , Germans , Ukrainians , and Jews .","'The new LOCATION@1 emerged NUMBER@1 % smaller by NUMBER@2 k/O. The shift forced the migration of millions of people, most of them were Poles, Germans, Ukrainians, and Jews.",-0.713086784
