source_sentence,pred,gold,bert_score_precision_pred_with_brevity_penalty,sentence_id,bert_precision_gold_with_brevity_penalty
Suffolk.edu .,Suffolk University.,It is is featured annually in LOCATION@1 News and Annual Report and the ORGANIZATION@1 .,0.837817907333374,5051,0.7948462963104248
"Although Descartes views on this were challenged by Blaise Pascal , he declined to overturn the traditional belief , commonly stated in the form '' Nature abhors a vacuum '' .","Although Descartes views on this were challenged by Blaise Pascal, he declined to overturn the traditional belief, commonly stated in the form '' Nature abhors a vacuum ''.",Vacuum,0.9608160482134138,5052,0.755637697492327
"In 1998 , he was ranked number 60 on The Hockey News list of the 100 Greatest Hockey Players .","In 1998, he was ranked number 60 on The Hockey News list of the 100 Greatest Hockey Players.","In 1998 , he was ranked number 60 on The Hockey News list of the 100 Greatest Hockey Players",0.9496357364857451,5053,0.9770722490675906
"LOCATION@1 was first described in NUMBER@1 as the rock by the French naturalist and geologist , DÃ odat PERSON@1 -LRB- NUMBER@2 â '' NUMBER@3 -RRB- for exposures in what are now known as the LOCATION@2 of northern LOCATION@3 .","LOCATION@1 was first described in NUMBER@1 as the rock by the French naturalist and geologist, D odat PERSON@1 -LRB- NUMBER@2 â '' NUMBER@3 -RRB- for exposures in what are now known as the LOCATION@2 of northern LOCATION@3.",LOCATION@1 was first described in NUMBER@1 for exposures in what are now known as the LOCATION@2 of northern LOCATION@3 .,0.9418718345397341,5054,0.8373337810018421
Other Armenians were also brought to the colony but they returned to Eastern Europe and Caucasia .,Other Armenians were also brought to the colony but they returned to Eastern Europe and Caucasia.,Other Armenians were also brought to the colony but they returned back to Europe .,0.9724666007927486,5055,0.9286072947541062
These are the major rivers of Asia .,These are the major rivers of Asia.,"The following is a list of the major rivers of Asia , by letter .",0.9306515504916509,5056,0.9350710858901342
"PERSON@1 -LRB- born NUMBER@1 July , NUMBER@2 -RRB- is a professional rugby union .",PERSON@2 -LRB- born NUMBER@1 July NUMBER@2 -RRB- is a rugby union player.,"PERSON@1 born NUMBER@1 July , NUMBER@2 in LOCATION@1 is a rugby union player for ORGANIZATION@1 in the Guinness Premiership .",0.820522311257153,5057,0.7943269152466844
"He was born Prince Beommin -LRB- ë ë 1\/4 , æ æ -RRB- , and took the name Munmu when he succeeded his father to the throne .","He was born Beommin -LRB-   1/4,   -RRB- and took the name Munmu when his father succeeded him to the throne.","-LRB- Reign :661 - 681 -RRB- , He was Family name was Kim -LRB- korea : ê , Hanja : é ` -RRB- , Surname was Beopmin -LRB- korea : ë ë 1\/4 , Hanja : æ æ -RRB- . Munmu was the first ` unification of Korean ' to monarch , the Korean people of Usually call of Munmu the Great -LRB- ë ë ë ì , æ -- æ å ç -RRB- .",0.7763022328576734,5058,0.7611500851569637
"Palaeolexicon , Word study tool of ancient languages","Palaeolexicon, Word study tool of ancient languages","'' Tsaoko '' cardamom Amomum tsao-ko is cultivated in LOCATION@1 , LOCATION@2 and northwest LOCATION@3 , both for medicinal purposes and as a spice .",0.9692925604490134,5059,0.764286370231555
"Texas -LRB- -RRB- is the second largest U.S. state in both area and population , and the largest state in the contiguous United States .","Texas is the second largest U.S. state in both area and population, and the largest state in the United States.",Texas is the second largest state in the United States .,0.7455437937203575,5060,0.7267177828094539
"The Unknown Comic -LRB- Murray Langston , formerly of the Sonny and Cher TV stock company -RRB- was a stand-up comedian who told intentionally corny jokes while wearing a paper bag over his head .","The Unknown Comic -LRB- Murray Langston, formerly of the Sonny and Cher TV stock company -RRB- was a stand-up comedian who told funny jokes while wearing a paper bag over his head.","One well-known comedian , Murray Langston , performed on the show with a paper bag over his head .",0.8852815871336023,5061,0.7853617473524445
It is located at 34 Â 23 ' 22N 71 Â 58 ' 51E with an altitude of 371 metres -LRB- 1220 feet -RRB- and literally it means '' the ever flowing stream or brook '' .,It is located at 34  23'22N 71  58'51E with an altitude of 371 metres -LRB- 1220 feet -RRB- and literally it means '' the ever flowing stream or brook ''.,It is located at 34 Â 23 ' 22N 71 Â 58 ' 51E with a height of 371 metres -LRB- 1220 feet -RRB- . Lund Khwar means '' the ever flowing stream -LRB- or brook -RRB- '' .,0.9150741566782412,5062,0.926498848458995
"Due to his ill-health he did not return to his LOCATION@1 home Ratra , which had lain empty since the death of his wife early in his term .","He did not return to his LOCATION@1 home Ratra, which had lain empty since the death of his wife early in his term.",Due to his ill-health he did not return to his LOCATION@1 home PERSON@1 .,0.7722483864791101,5063,0.7340050172462738
"Stockport is a large town in Greater Manchester , England .",Stockport is a city of Manchester in England.,Image : Stockport Viaduct .,0.6900252730159436,5064,0.6262711650234157
1992 & ndash ; Cosmonaut Sergei Krikalev returns to Earth after a 10-month stay aboard the Mir space station .,1992 - Cosmonaut Sergei Krikalev returns to Earth after a 10-month stay aboard the Mir space station.,1992 - Cosmonaut Sergei Krikalev returns to Earth after a 10-month stay aboard the Mir space station .,0.8650123487819326,5065,0.8765869714997032
"Rising at Vioménil in the Vosges department , it joins the Rhône in Lyon .","Rising at Vioménil in the Vosges department, it joins the Rhône in Lyon.",It rises in the Vosges department . It joins the Rhône in Lyon .,0.9594808526941249,5066,0.8866680699425775
"Climate also affects which organisms are present , affecting the soil chemically and physically -LRB- movement of roots -RRB- .","Climate also affects which organisms are present, affecting the soil chemically and physically -LRB- movement of roots -RRB-","Climate also affects which organisms are present , affecting the soil chemically and physically -LRB- movement of roots , burrowing by animals -RRB- .",0.9394046246536135,5067,0.9699323815623607
It is an essential element for life and is found in two amino acids : cysteine and methionine .,It is found in two amino acids : cysteine and methionine.,Sulfur compounds,0.5551189184188843,5068,0.46509221792221067
"Additionally , Zenwalk comes with many specialized tools , designed for beginner through advanced users as it offers system configuration via both graphical and command-line operations .","Zenwalk also comes with many specialized tools, designed for beginner to advanced users as it offers system configuration via both graphical and command-line operations.",Zenwalk,0.8625099639738759,5069,0.7081439283586317
Fog is also a common sight .,Fog is also common.,Fog is a common sight .,0.60530024766922,5070,0.6506578177213669
"In 1949 De Laurentiis married actress Silvana Mangano , with whom he had four children : Veronica , Raffaella , who is also a film producer , Federico , who died in a plane crash in 1981 , and Francesca . They divorced in 1988 prior to her death in 1989 .","In 1949 De Laurentiis married actress Silvana Mangano, with whom he had four children : Veronica, Raffaella, who is also a film producer, Federico, who died in a plane crash in 1981, and Francesca.","He had four children with his first wife , actress Silvana Mangano , who died in 1989 .",0.7256881265079275,5071,0.6581526382296693
"Each year about 4000 participants take part in one of nearly 200 courses , with 15.000 overnight stays .","Each year about 4000 people take part in one of nearly 200 courses, with 15.000 overnight stays.","Each year about 4000 participants take part in one of more than 175 courses , with 15.000 overnight stays .",0.89116331247183,5072,0.9116144547095666
"Founded in NUMBER@1 , ORGANIZATION@1 has never been relegated from LOCATION@1 , the top league of Spanish football .",ORGANIZATION@1 started in NUMBER@1 and has never been relegated to LOCATION@1.,"Founded in NUMBER@1 , ORGANIZATION@1 has since spent all of its history in the top flight of Spanish football .",0.5725481839015566,5073,0.6205946710602991
"April NUMBER@1 , NUMBER@2 : C PERSON@1 and LOCATION@1 's third round pick in NUMBER@2 Entry Draft traded from LOCATION@1 to LOCATION@2 for RW Tie PERSON@2 .","April NUMBER@1, NUMBER@2 : C PERSON@1 and LOCATION@1's third round pick in NUMBER@2 Entry Draft traded from LOCATION@1 to LOCATION@2 for RW Tie PERSON@2.","April NUMBER@1 , NUMBER@2 : C PERSON@1 and LOCATION@1 's 3rd round pick in NUMBER@2 Entry Draft traded from LOCATION@1 to LOCATION@2 for RW Tie PERSON@2 .",0.9549839313213642,5074,0.9779069320513651
"The strong '' smell of sulfur '' usually refers to the odor of hydrogen sulfide -LRB- -RRB- or organosulfur compounds -LRB- see section '' Organic compounds '' below -RRB- , e.g. from rotten egg , or of burning sulfur , which produces sulfur dioxide , the smell associated with burnt matches .","The strong '' smell of sulfur '' usually refers to the odor of hydrogen sulfide -LRB- -RRB- or organosulfur compounds -LRB- see section '' Organic compounds '' below -RRB-, e.g. from rotten egg, or of burning sulfur, which produces sulfur dioxide, the smell associated with burned matches.","Matches release sulfur dioxide when they burn , giving them their smell .",0.9582223070359475,5075,0.8140946972492206
"LOCATION@1 became the legislative capital of the Union , and later of the LOCATION@2 .","LOCATION@1 became the legislative capital of the Union, and later of the LOCATION@2.",LOCATION@1 is the legislative capital of LOCATION@3 .,0.918606444846752,5076,0.8883858669635861
"Almost all countries follow variations of the ORGANIZATION@1 certification categories , which are named after the precious materials gold , platinum and diamond .","Almost all countries follow variations of the ORGANIZATION@1 certification categories, which are named after the precious metals gold, platinum and diamond.","Almost all countries have a type of sales certification , often using ORGANIZATION@1 certification categories -LRB- such as gold , platinum and diamond -RRB- .",0.9279208492349694,5077,0.8672185164910775
"Following the signing of the Oslo Accords in 1993 , portions of the territories have been governed in varying degrees by the Palestinian Authority .","After the signing of the Oslo Accords in 1993, parts of the territories have been governed by the Palestinian Authority.","After the Oslo Accords were signed in 1993 , parts of the territories have been governed by the Palestinian Authority .",0.7686127520896293,5078,0.7787170925655881
"Many of the old Inca walls were at first thought to have been lost after the earthquake , but the granite retaining walls of the Qoricancha were exposed , as well as those of other ancient structures throughout the city .","Many of the old Inca walls were at first thought to have been lost after the earthquake, but the granite retaining walls of the Qoricancha were exposed, as well as those of other ancient structures throughout the city.","Many of the old Inca walls were thought to have been lost after the earthquake , but the granite walls of the Koricancha were exposed , as well as many walls throughout the city .",0.9622489106061772,5079,0.9398887934188498
Marin Alsop -LRB- born October 16 1956 -RRB- is an American conductor and violinist .,"Marin Alsop -LRB- born October 16, 1956 -RRB- is an American conductor and violinist.","Marin Alsop -LRB- born Manhattan , New York , October 16 , 1956 -RRB- is an American conductor .",0.9749560952186584,5080,0.9640867710113525
"The agent stimulates the body 's immune system to recognize the agent as foreign , destroy it , and '' remember '' it , so that the immune system can more easily recognize and destroy any of these microorganisms that it later encounters .","The agent stimulates the body's immune system to recognize the agent as foreign, destroy it, and '' remember '' it, so that the immune system can more easily recognize and destroy any of these microorganisms that it later encounters.","The agent in the vaccine stimulates the body 's immune system to recognize the agent as foreign , destroy it , and '' remember '' it . Then the immune system can more easily recognize and destroy any of the microorganisms that it later encounters .",0.9409782455748871,5081,0.9596158418835712
Terrestrial ziphodont sebecid crocodilians were also present at least through the middle Miocene .,Terrestrial ziphodont sebecid crocodilians were also present at least through the middle Miocene.,Terrestrial ziphodont,0.975357898035828,5082,0.8068867958321864
"They have played at the LOCATION@1 -LRB- ACC -RRB- since NUMBER@1 , after NUMBER@2 years at LOCATION@2 .","They have played at the LOCATION@1 -LRB- ACC -RRB- since NUMBER@1, after NUMBER@2 years at LOCATION@2.","The ORGANIZATION@1 have won the Stanley Cup championship NUMBER@3 times , more than any team except the ORGANIZATION@2 .",0.9440344388668354,5083,0.819023894575926
"Since the original pizza , several other types of pizzas have evolved .","Since the first pizza was made, there have been several other types of pizzas.",Types of pizza,0.9274386167526245,5084,0.8491215705871582
"ORGANIZATION@1 , NUMBER@1 February NUMBER@2 .","ORGANIZATION@1, NUMBER@1 February NUMBER@2",ORGANIZATION@1 -LRB- NUMBER@1 February NUMBER@2 -RRB- .,0.8746078014373779,5085,0.8942752520243327
"This item remained unnoticed for many years in the mineral collection ; possibly the one owned by Dee , but the provenance of this object is less certain than that of the others .","This item remained unnoticed for many years in the mineral collection ; possibly the one owned by Dee, but the provenance of this object is less certain than that of the others.",It went unnoticed for many years in the mineral collection .,0.9728165382113537,5086,0.8500337304349719
"Above the shield is the motto '' Dirigo '' -LRB- I lead -RRB- , and a stylized North Star .","Above the shield is the motto '' Dirigo '' -LRB- I lead -RRB-, and a stylized North Star.","On either side of the shield , a farmer rests on his scythe , and a sailor leans on an anchor .",0.9478695936255402,5087,0.7993030482596093
"PERSON@1 held the post from NUMBER@1 to NUMBER@2 , and under his baton the orchestra played abroad for the first time at the NUMBER@3 LOCATION@1 World Exposition .",PERSON@1 held the post from NUMBER@1 to NUMBER@2 and under his baton the orchestra played abroad for the first time at the NUMBER@3 LOCATION@1 World Exposition.,During this time the orchestra played abroad for the first time .,0.9531486253796911,5088,0.8123959500365462
Warner quickly returned to MVP form in 2001 .,Warner quickly returned to MVP form in 2001.,Warner played very well in the 2001 season .,0.9465296215481228,5089,0.877475341161092
La Bazoge is a commune in the Sarthe department in the region of Pays-de-la-Loire in north-western France .,La Bazoge is a commune. It is found in the region Pays de la Loire in the Sarthe department in the west of France.,La Bazoge is a commune . It is found in the region Pays de la Loire in the Sarthe department in the west of France .,0.9519737362861633,5090,0.9644250273704529
"The King Vulture , Sarcoramphus papa , is a large bird found in Central and South America .","The King Vulture, Sarcoramphus papa, is a large bird found in Central and South America.","The King Vulture -LRB- Sarcoramphus papa -RRB- , is a large bird found in Central and South America .",0.9354888580657623,5091,0.9565639338650547
The oldest khachkars in the cemetery date back to the late 10th century .,The oldest khachkars in the cemetery date back to the late 10th century.,The oldest khachkars in the cemetery go back to the late 10th century .,0.9672116253473987,5092,0.978948560479569
Native Command Queuing -LRB- NCQ -RRB- is a technology designed to increase performance of SATA hard disks under certain conditions by allowing the individual hard disk to internally optimize the order in which received read and write commands are executed .,Native Command Queuing -LRB- NCQ -RRB- is a technology designed to increase performance of SATA hard disks under certain conditions by allowing the individual hard disk to optimize the order in which read and write commands are executed.,Native Command Queuing -LRB- NCQ -RRB- is a technology designed to increase performance of SATA hard disks on computers . It can do this under certain situations by allowing the individual hard disk to internally optimize the order in which it executes the read and write requests it received .,0.8980106399502865,5093,0.899477201838826
"The Nanjing Greenland Financial Center -LRB- , also Greenland Square Zifeng Tower -RRB- is a supertall skyscraper completed in April 2010 in Nanjing , China .","The Nanjing Greenland Financial Center -LRB- also called Greenland Square Zifeng Tower -RRB- is a supertall skyscraper in Nanjing, China.",List of tallest buildings in the world,0.829948471694053,5094,0.6833126880700074
"Major Sir PERSON@1 -LRB- June NUMBER@1 , NUMBER@2 -- NUMBER@3 -RRB- , surveyor and explorer of south-eastern LOCATION@1 , was born at Grangemouth in LOCATION@2 , LOCATION@3 .","Major Sir PERSON@1 -LRB- June NUMBER@1, NUMBER@2 -- NUMBER@3 -RRB-, surveyor and explorer of south-eastern LOCATION@1, was born at Grangemouth in LOCATION@2, LOCATION@3.","PERSON@1 -LRB- June NUMBER@4 , NUMBER@2 -- October NUMBER@5 , NUMBER@3 -RRB- became Surveyor-General of LOCATION@4 and laid out many Australian towns and roads .",0.927688001216143,5095,0.8160698174060076
"In the first flashback showing Alvy as a child , we learn he was raised in Brooklyn ; his father 's occupation was operating a bumper cars concession and the family home was located below the Thunderbolt roller coaster on Coney Island .","In the first flashback showing Alvy as a child, we learn he was raised in Brooklyn ; his father's occupation was operating a bumper cars concession and the family home was located below the Thunderbolt roller coaster on Coney Island.",Alvy says his Brooklyn house was below a roller coaster on Coney Island . His father was the owner of a place that had bumper cars .,0.9696206309027592,5096,0.8707366732217499
"Among the discoveries of PERSON@1 was the asteroid NUMBER@1 Mathilde ; found on November NUMBER@2 , NUMBER@3 .","Among the finds of PERSON@1 was the asteroid NUMBER@1 Mathilde ; found on November NUMBER@2, NUMBER@3.",NUMBER@1 PERSON@2 is a main belt asteroid found by PERSON@1 in NUMBER@3 .,0.9013467322696339,5097,0.7945601918480613
Saint-Sernin is a commune in the ArdÃ che department in southern France .,Saint-Sernin is a commune in the Ard che d partement in southern France.,Saint-Sernin is a commune in the ArdÃ che dÃ partement in southern France .,0.8991982708238575,5098,0.9644723918339977
1968 & ndash ; Mauritius achieves independence .,1968 - Mauritius becomes independent.,1968 - Mauritius achieves independence .,0.6658512006203334,5099,0.6836242005228996
"PERSON@1 is a large college town , home to ORGANIZATION@1 .","PERSON@1 is a large college town, home to ORGANIZATION@1.",PERSON@1 is a city in the LOCATION@1 state of LOCATION@2 .,0.9165554875034396,5100,0.8184039976637242
"The Harry Potter book series depicts magical flying brooms , especially in the context of Quidditch , a fictional sport portrayed in the series .","The Harry Potter book series depicts magical flying brooms, especially in the context of Quidditch, a fictional sport shown in the series.","The Harry Potter book series is distinctive in portraying magical flying brooms as used equally by both sexes , and especially prominently by Quidditch players as analogues of polo ponies .",0.9143427421306741,5101,0.8946506960638638
It however lacks the distinctive hatchback acquired during its second generation .,It also lacks the distinctive hatchback acquired during its second generation.,Second generation -LRB- NUMBER@1 & ndash ; NUMBER@2 -RRB-,0.9188510804641538,5102,0.7626405314701359
Year NUMBER@1 -LRB- LXXIX -RRB- was a common year starting on Friday -LRB- link will display the full calendar -RRB- of the Julian calendar .,"Year NUMBER@1 -LRB- LXXIX -RRB- was a common year starting on Friday, of the Julian calendar.",Events,0.603668064513105,5103,0.4833086551503932
Notes External links Amazigh/Berber Culture The New Mass Media and the Shaping of Amazigh Identity .,Amazigh/Berber Culture The New Mass Media and the Shaping of Amazigh Identity.,The New Mass Media and the Shaping of Amazigh Identity .,0.7256935071945191,5104,0.7098686420917512
"Their second and most commercially successful line-up featured PERSON@1 -LRB- vocals -RRB- , PERSON@2 -LRB- guitar -RRB- , PERSON@3 -LRB- keyboards -RRB- , PERSON@4 -LRB- bass -RRB- and PERSON@5 -LRB- drums -RRB- .","Their second line-up included PERSON@1 -LRB- vocals -RRB-, PERSON@2 -LRB- guitar -RRB-, PERSON@3 -LRB- keyboards -RRB-, PERSON@4 -LRB- bass -RRB- and PERSON@5 -LRB- drums -RRB-.",PERSON@1 - Vocals,0.7763406327951735,5105,0.645113985393649
The match concluded with PERSON@1 performing a chokeslam on PERSON@2 and pinning him for the pinfall victory .,The match ended with PERSON@1 performing a chokeslam on PERSON@2 and pinning him for the pinfall victory.,Singles match for the WWE Championship NUMBER@1 NUMBER@2 '' Impostor Kane '' beat PERSON@2 .,0.9371853768825531,5106,0.7623145824128932
"He traveled in northern Mexico and the American Southwest , including Texas and Oklahoma , earning a living as a buffalo hunter , cowboy , and prospector , and he continued working as a scout while tracking Indians in the Cheyenne War .","He lived in northern Mexico and the American Southwest, including Texas and Oklahoma, earning a living as a buffalo hunter, cowboy, and prospector, and continued working as a scout while tracking Indians in the Cheyenne War.","He traveled in northern Mexico and the American Southwest , including Texas and Oklahoma , earning a living as a buffalo hunter , cowboy , and prospector , and he continued working as a scout .",0.898897890317238,5107,0.901864738787635
"Niklas Sundin , -LRB- born August 13 , 1974 in Sweden -RRB- , is the guitarist of Dark Tranquillity and Laethora .",Niklas Sundin -LRB- born 13 August 1974 -RRB- is the guitarist of Dark Tranquillity and Laethora.,"Niklas Sundin , -LRB- born August 13 1974 in Sweden -RRB- , is the guitarist of Dark Tranquillity and Laethora , and was guitarist for the band HammerFall .",0.7982853724245439,5108,0.8399578359043389
One of the most characteristic properties of ammonia is its basicity .,One of the most characteristic properties of ammonia is its basicity.,Properties,0.9580077690737588,5109,0.768080633027213
"When Washington was inaugurated as the first president under the Constitution , he appointed Knox to continue serving .","When Washington was inaugurated as the first president under the Constitution, he appointed Knox to continue serving.",Benjamin Lincoln and later Henry Knox held the position .,0.9546551954846422,5110,0.8157679964514339
"The European Revolutions of NUMBER@1 , known in some countries as the Spring of Nations or the Year of Revolution , were a series of political upheavals throughout the European continent .","The European Revolutions of NUMBER@1, known in some countries as the Spring of Nations or the Year of Revolution, were a series of political events throughout the European continent.",In some places they are called Spring of Nations or the Year of Revolution .,0.9196776658930678,5111,0.8342250737738102
"Garber is a city in Garfield County , Oklahoma , United States .",Garber is a city of Oklahoma in the United States.,Garber is a city of Oklahoma in the United States .,0.6857261061668396,5112,0.7213277742266655
"PERSON@1 -LRB-/O1905/O-RRB- , The cathedrals of LOCATION@1 : an account of some of their distinguishing characteristics , p. NUMBER@1 The central spire collapsed in NUMBER@2 and was not rebuilt .","PERSON@1 -LRB-/O1905/O-RRB-, The cathedrals of LOCATION@1 : an account of some of their distinguishing characteristics, p. NUMBER@1 The central spire collapsed in NUMBER@2 and was not rebuilt.",PERSON@2,0.9594951923076923,5113,0.7675944988544171
"LOCATION@1 wrote on March NUMBER@1 , NUMBER@2 that she could n't understand '' ... the attitude of PERSON@1 and the children to that sinister PERSON@2 -LRB- whom they consider to be almost a saint , when in fact he 's only a khlyst ! -RRB- ''","LOCATION@1 wrote on March NUMBER@1, NUMBER@2 that she couldn't understand ''... the attitude of PERSON@1 and the children to that sinister PERSON@2 -LRB- they consider to be almost a saint, when in fact he's only a khlyst! ''",LOCATION@1 wrote on NUMBER@1 March NUMBER@2 that she did not understand '' the attitude -LRB- behavior -RRB- of PERSON@1 and the children to that sinister Grigory '' .,0.8891817151514952,5114,0.8093309673396024
"The Adur is a river in Sussex , England ; it gives its name to the Adur district of West Sussex .","The Adur is a river in Sussex, England. It gives its name to the Adur district of West Sussex.","The River Adur is a river in the county of Sussex , in England .",0.9300396860260325,5115,0.8753185714643026
PERSON@1 was appointed President of the ORGANIZATION@1 -LRB- Prime Minister -RRB- by Governor-General PERSON@2 on NUMBER@1 March .,PERSON@1 was appointed President of the ORGANIZATION@1 -LRB- Prime Minister -RRB- by Governor-General PERSON@2 on NUMBER@1 March.,On NUMBER@2 March Governor-General PERSON@2 appointed de Valera President of the ORGANIZATION@1 .,0.9724250050691459,5116,0.8776868352523217
"He attended Mississippi State University , where he participated in college baseball .",He attended Mississippi State University.,"He went to Mississippi State University , where he played college baseball .",0.4256552125132361,5117,0.46728214205697527
PERSON@1 is a mountainous rural area located in LOCATION@1 -LRB- -RRB- .,PERSON@1 is a mountainous rural area located in LOCATION@1 -LRB- -RRB-.,Miranjani the highest peak of the area is also in PERSON@1 .,0.9508018874459797,5118,0.819674250152376
"While it is responsible for overseeing the process of writing a platform every four years , the DNC 's central focus is on campaign and political activity in support of Democratic Party candidates , and not on public policy .","While it is responsible for overseeing the process of writing a platform every four years, the DNC's central focus is on campaign and political activity in support of Democratic Party candidates, and not on public policy.",The Democratic National Committee -LRB- D.N.C. or DNC -RRB- is a group of people who coordinate the activities of the U.S. Democratic party in all fifty states .,0.9520341335402595,5119,0.821727233727773
"Using an NUMBER@1 split journal crankshaft the firing order can be made even , and the two balancer shaft do not balance each other completely , but are combined into a single very small balance shaft -LRB- PERSON@1 , ORGANIZATION@1 NUMBER@2 NUMBER@3 -RRB- .","Using an NUMBER@1 split journal crankshaft the firing order can be made even, and the two balancer shaft do not balance each other completely, but are combined into a single very small balance shaft.",V10s were banned for the season and Formula One teams started using NUMBER@4 engines .,0.7216239837250968,5120,0.617069903963296
"Early life Emery was born the eldest of three brothers , Andrew and Nicholas , to Charlene and Paul Emery .","Early life Emery was born the eldest of three brothers, Andrew and Nicholas.","Early life Emery was born to Charlene and Paul Emery and was the oldest of his two brothers , Nicholas and Andrew .",0.6392626495004814,5121,0.687935428084614
"In Australia , where all federal and state and territory electoral systems combine compulsory turnout with some form of preferential voting , a donkey vote refers to the practice of numbering the candidates ' boxes sequentially from top to bottom of the ballot-paper , rather than taking the time to number the candidates in the voter 's own thought-out order of preference .","In Australia, where all federal and state and territory electoral systems combine compulsory turnout with some form of preferential voting, a donkey vote refers to the practice of numbering the candidates'boxes sequentially from top to bottom of the ballot-paper, rather than taking the time to number the candidates in the voter's own thought-out order of preference.",Preferential Voting,0.9458025868733724,5122,0.7579766820271809
"The Ottomans take LOCATION@1 , the last Byzantine enclave of any significance in LOCATION@2 .","The Ottomans take LOCATION@1, the last Byzantine enclave of any significance in LOCATION@2.","The Turks take LOCATION@1 , the last Byzantine enclave of any significance in LOCATION@2 .",0.9477538876636055,5123,0.9469461748676915
"From then on , PERSON@1 loathes PERSON@2 , blaming him for his sister 's death .","From then on, PERSON@1 hates him, and blames him for his sister's death.","From then on , PERSON@1 hates PERSON@2 , blaming him for his sister 's death .",0.8318145453929902,5124,0.8814225912094117
CÃ sarville-Dossainville is a commune in the LOCATION@1 department in north-central LOCATION@2 .,C sarville-Dossainville is a commune. It is found in the region PERSON@1 in the LOCATION@1 department in the north-central part of LOCATION@2.,"CÃ sarville-Dossainville is a French village , which is located in the '' dÃ partement '' of LOCATION@1 and the '' rÃ gion '' of Centre .",0.9056268930435181,5125,0.9152650237083435
"Anchovies can concentrate domoic acid which causes amnesic shellfish poisoning in humans , sea mammals , and birds .","Anchovies can contain domoic acid which causes amnesic shellfish poisoning in humans, sea mammals, and birds.",Anchovies can concentrate domoic acid which causes amnesic shellfish poisoning .,0.9008713863019286,5126,0.8941092830279779
A witness who has seen the event firsthand is known as an '' eye-witness '' .,A witness who has seen the event firsthand is known as an '' eye-witness ''.,A witness is someone who sees something happen .,0.9705383715691505,5127,0.863844447321706
"By December NUMBER@1 , NUMBER@2 , all official Soviet institutions had ceased operations as individual republics assumed the central government 's role .","By December NUMBER@1, NUMBER@2, all official Soviet institutions had stopped working as individual republics took over the central government's role.","By December NUMBER@1 , NUMBER@2 all official Soviet institutions had stopped to function in different '' republics '' of the LOCATION@1 .",0.9339448135662702,5128,0.8970002831976398
"PERSON@1 -LRB- born NUMBER@1 December NUMBER@2 in LOCATION@1 -RRB- is a former Italian footballer , who spent his entire career at ORGANIZATION@1 .",PERSON@1 -LRB- born NUMBER@1 December NUMBER@2 -RRB- is a former Italian football player.,"PERSON@1 -LRB- born NUMBER@1 December , NUMBER@2 -RRB- is a former Italian football player .",0.5309808931383146,5129,0.5389297049061782
"Urheimat -LRB- a German compound of ' '' primitive , original '' and ' '' home , homeland '' ; , -RRB- is a linguistic term denoting the original homeland of the speakers of a proto-language .","Urheimat -LRB- a German compound of '' primitive, original '' and '' home, homeland '' ;, Urheimat -RRB- is a linguistic term denoting the original homeland of the speakers of a proto-language.",Linguistics On linguistics and the search for the original Indo-European homeland,0.9450545310974121,5130,0.7919880151748657
"1817 & ndash ; Ramón de Campoamor y Campoosorio , Spanish poet and philosopher -LRB- d. 1901 -RRB-","1817 - Ramón de Campoamor y Campoosorio, Spanish poet and philosopher -LRB- d. 1901 -RRB-","1923 - Louis Edmonds , American actor -LRB- died 2001 -RRB-",0.8630287221499852,5131,0.7209383754097686
"Vegetation in a subarctic climate is generally of low diversity , as only hardy species can survive the long winters and make use of the short summers .","Vegetation in a subarctic climate is generally of low diversity, only hardy species can survive the long winters and make use of the short summers.","Vegetation in a subarctic climate is generally of low diversity , because only hardy species can survive the long winters and make use of the short summers .",0.9423513879117212,5132,0.9660531454964687
The music was extended slightly to fit the final two lines of the first verse ; the resulting hymn tune is usually referred to as Thaxted -LRB- named after the village where PERSON@1 lived for many years -RRB- .,The music was extended slightly to fit the last two lines of the first verse ; the resulting hymn tune is usually called Thaxted -LRB- named after the village where PERSON@1 lived for many years -RRB-.,The music was made a bit longer so that it would fit the last two lines of the first verse ; the end result is usually called the Thaxted -LRB- named after the village where PERSON@1 lived for many years -RRB- .,0.9373335555831402,5133,0.9071051362566472
"The second half of the 20th century saw election or succession of Republican presidents Dwight D. Eisenhower , Richard Nixon , Gerald Ford , Ronald Reagan , George H. W. Bush and George W. Bush .","The second half of the 20th century saw the election or succession of Republican presidents Dwight D. Eisenhower, Richard Nixon, Gerald Ford, Ronald Reagan, George H. W. Bush and George W. Bush.",Ronald Reagan -LRB- 1981 -- 1989 -RRB-,0.9626599959838085,5134,0.7915436573517628
Run By Simonds of Botesdale,Run By Simonds of Botesdale,Run By Simonds of Botesdale -LRB- No Longer in operation -RRB-,1.0,5135,0.95489901304245
I n Karaca -LRB- born 7 March 1973 in London -RRB- is a Turkish Cypriot pop singer with 5 albums .,I n Karaca -LRB- born 7 March 1973 in London -RRB- is a Turkish pop singer.,"I n Karaca -LRB- born in London , United Kingdom , on March 7 , 1973 -RRB- is a Turkish-Cypriot pop singer .",0.7069753749029977,5136,0.736413439925836
November NUMBER@1 .,November NUMBER@1.,There are two cover songs on the album ; '' Swallow My Pride '' is a LOCATION@1 cover and '' Fopp '' is an Ohio Players cover .,0.8575584637491326,5137,0.786560108787135
