source_sentence,pred,gold,sentence_id,bert_score_precision_pred_with_brevity_penalty
"simplify: In 1891 Thomas married an heiress to a small fortune , which gave him the finances to hire mammal collectors and present their specimens to the museum .","['In 1891 Thomas married an heiress to a small fortune, which gave him the finances to hire mammal collectors and to give their specimens to the museum.']","The Natural History Museum at South Kensington , William T. Stearn ISBN 0-434-73600-7 This gave Thomas the time to concentrate on these new specimens .",5907,0.887960983
"simplify: -LRB- References to '' Fox '' below refer to PERSON@1 or ORGANIZATION@1 until NUMBER@1 and shortly afterwards , and to Twentieth Century-Fox or Twentieth Century PERSON@2 afterwards . -RRB-","[""-LRB- References to '' Fox '' below refer to PERSON@1 or ORGANIZATION@1 until NUMBER@1 and shortly afterwards, and to Twentieth Century-Fox or Twentieth Century PERSON@2 afterwards. -RRB-""]",Twentieth Century PERSON@2 was formed in NUMBER@1 when ORGANIZATION@1 and ORGANIZATION@2 joined together to form the company .,5908,0.891978802
"simplify: The four outer planets , the gas giants , are substantially more massive than the terrestrials .","['The four outer planets, the gas giants, are more massive than the terrestrials.']",Makemake,5909,0.736714425
simplify: Polytheism is a type of theism .,['Polytheism is a type of theism.'],The most famous and complete mythology is Greek mythology .,5910,0.79866911
simplify: Lisbourg is a commune in the Pas-de-Calais department in the Nord-Pas-de-Calais region of France .,['It is found in the region Nord-Pas-de-Calais in the Pas-de-Calais department in the north of France.'],Lisbourg is a commune .,5911,0.863119333
"simplify: After its initial release , Halo 2 was the most popular video game on Xbox Live , holding that rank until the release of Gears of War for the Xbox 360 nearly two years later .","['After its release, Halo 2 was the most popular video game on Xbox Live, holding that rank until the release of Gears of War for the Xbox 360 nearly two years later.']",Halo 2 was the most popular Xbox Live game on its release . It held that title until the release of Gears of War nearly two years later .,5912,0.807583183
"simplify: Addenbrooke 's Hospital is a large teaching hospital in Cambridge , England , with strong links to the University of Cambridge .","[""Addenbrooke's Hospital is a large hospital in Cambridge, England.""]","Addenbrooke 's Hospital is a large hospital in Cambridge , England .",5913,0.476627976
"simplify: Personal life Gellar met future husband Freddie Prinze , Jr. , during filming of the 1997 teen horror film I Know What You Did Last Summer but the two did not begin dating until 2000 .","['Personal life Gellar met future husband Freddie Prinze, Jr. during filming of the 1997 teen horror film I Know What You Did Last Summer but the two did not begin dating until 2000.']","Personal life Gellar met her husband Freddie Prinze , Jr. during filming of the 1997 teen horror movie I Know What You Did Last Summer but the two did not begin a romantic relationship until 2000 .",5914,0.836488962
simplify: He is currently developing a live-action adaptation of the 2006 anime film Paprika .,['He is currently working on a live-action adaptation of the 2006 anime film Paprika.'],He is currently working on a live-action adaptation of the 2006 anime film Paprika .,5915,0.887870693
"simplify: La Marseillaise Allons enfants de la Patrie , Come , children of the Fatherland , Le jour de gloire est arrivé !","['La Marseillaise Allons enfants de la Patrie, Come, children of the Fatherland, Le jour de gloire est arrivé!']","French original text Allons enfants de la Patrie , le jour de gloire est arrivé !",5916,0.884461028
simplify: The contemporary court chroniclers paid an unusual amount of attention to PERSON@1 's death and PERSON@2 's grief at her demise .,"[""The contemporary court chroniclers paid an unusual amount of attention to PERSON@1's death and PERSON@2's grief at her death.""]",PERSON@2 and PERSON@1 were married for NUMBER@1 years .,5917,0.898346376
simplify: Viroinval is a Walloon municipality located in Belgium in the province of Namur .,['Viroinval is a municipality located in Belgium.'],Viroinval is a municipality located in the Belgian province of Namur .,5918,0.505900811
simplify: The Blackhawks became one of the National Basketball Association 's 17 original teams after a merger in 1949 of the 12-year-old NBL and the three-year-old Basketball Association of America .,"[""The Blackhawks are one of the National Basketball Association's 17 original teams.""]","The Atlanta Hawks are a team in the National Basketball Association , in Atlanta , Georgia .",5919,0.413717647
simplify: Bourthes is a commune in the Pas-de-Calais department in the Nord-Pas-de-Calais region of France .,['Bourthes is a commune. It is found in the region Nord-Pas-de-Calais in the Pas-de-Calais department in the north of France.'],It is found in the region Nord-Pas-de-Calais in the Pas-de-Calais department in the north of France .,5920,0.961855352
simplify: La BaconniÃ re is a commune in the LOCATION@1 department in north-western LOCATION@2 .,['La Baconni re is a commune. It is found in the region PERSON@1 in the LOCATION@1 department in the northwest of LOCATION@2.'],La BaconniÃ re is a commune of NUMBER@1 people -LRB- NUMBER@2 -RRB- . It is found in the region Pays de la LOCATION@3 in the LOCATION@1 department in the northwest of LOCATION@2 .,5921,0.815120399
"simplify: PERSON@1 -LRB- album -RRB- , a NUMBER@1 album and song by the Fun Lovin ' Criminals","[""PERSON@1 -LRB- album -RRB-, a NUMBER@1 album and song by Fun Lovin'Criminals""]","PERSON@1 -LRB- album -RRB- , a NUMBER@1 song and album by the Fun Lovin Criminals",5922,0.832708215
"simplify: On 10 October 1770 , she limped into port in Batavia in the Dutch East Indies for more substantial repairs , her crew sworn to secrecy about the lands they had discovered .","['On 10 October 1770, she limped into port in Batavia in the Dutch East Indies for more substantial repairs. Her crew swore to secrecy about the lands they had discovered.']","On 10 October 1770 , she limped into port in Batavia in the Dutch East Indies for more substantial repairs .",5923,0.883966803
"simplify: She believes that drinking cow 's milk is harmful , and that children -LRB- and adults -RRB- should eat fruit instead of drinking fruit juices , and drink only water .",['She believes that children -LRB- and adults -RRB- should eat fruit instead of drinking fruit juices.'],"She also thinks that it is bad to drink cow 's milk , people should eat fruit but not drink fruit juices , and drink only water .",5924,0.566235047
simplify: Their first world tour took place in October 1998 .,['Their first world tour took place in October 1998.'],Their first world tour was in October 1998 .,5925,0.85922923
"simplify: The UNDP 's human development index '' , Journal of International Development , Vol .","[""The UNDP's human development index '' Journal of International Development, Vol.""]","Farhad Noorbakhsh , '' The human development index : some technical issues and alternative indices '' , Journal of International Development , Vol .",5926,0.830938174
"simplify: Comedy Central Records , 2005 .","['Comedy Central Records, 2005.']","Tosh was born in Germany but grew up in Titusville , Florida , the son of a preacher and with one brother and two sisters .",5927,0.758146501
"simplify: On March NUMBER@1 , NUMBER@2 , the LOCATION@1 separated from the ORGANIZATION@1 and adopted its current name , shortened from LOCATION@2 -LRB- Spanish for '' snowy range '' -RRB- .","[""On March NUMBER@1, NUMBER@2, the LOCATION@1 separated from the ORGANIZATION@1 and adopted its current name, shortened from LOCATION@2 -LRB- Spanish for '' snowy range '' -RRB-.""]",LOCATION@3 later became an American territory in NUMBER@2 . It was called the '' Nevada Territory '' .,5928,0.90430564
"simplify: Saalfeld-Rudolstadt is a PERSON@1 -LRB- district -RRB- in the south of LOCATION@1 , LOCATION@2 .","['Saalfeld-Rudolstadt is a PERSON@3 district in the south of LOCATION@1, LOCATION@2.']","Saalfeld-Rudolstadt is a Landkreis -LRB- district -RRB- in the south of LOCATION@1 , LOCATION@2 .",5929,0.778338962
simplify: BÃ ligneux is a commune in the Ain department in eastern France .,['B ligneux is a commune.'],BÃ ligneux is a commune .,5930,0.303610525
simplify: Vonnegut was repatriated by Red Army troops in May 1945 at the Saxony-Czechoslovakian border .,['Vonnegut was re-arrested by Red Army troops in May 1945 at the Saxony-Czechoslovakian border.'],Vonnegut was freed by Red Army troops in May 1945 at the Saxony-Czechoslovakian border .,5931,0.919881949
"simplify: As a part of WWE , he is credited as being the first-ever Undisputed Champion in WWE .","['As a part of WWE, he is credited as being the first-ever Undisputed Champion in WWE.']","As a part of WWE , he is credited as being the first-ever Undisputed Champion in professional wrestling history .",5932,0.901821797
simplify: Hercules and Iolaus head to Thebes to see Alcmene but Iolaus is a little upset because Hercules gets all the credit .,['Hercules and Iolaus head to Thebes to see Alcmene but Iolaus is a little upset because Hercules gets all the credit.'],Herc and Iolaus head to Thebes to see Alcmene but Iolaus is a little upset because Herc gets all the credit .,5933,0.921146607
simplify: The majority of New Zealand 's population is of European descent ; the indigenous M ori are the largest minority .,"[""The majority of New Zealand's population is of European descent ; the indigenous M ori are the largest minority.""]","The indigenous people of New Zealand , the M ori , had a population of 565,329 , or 14.6 % .",5934,0.817915353
"simplify: Other major 20th-century eruptions occurred in NUMBER@1 , NUMBER@2 , NUMBER@3 , NUMBER@4 and NUMBER@5 â '' NUMBER@6 .","[""Other major 20th century eruptions occurred in NUMBER@1, NUMBER@2, NUMBER@3, NUMBER@4 and NUMBER@5 â '' NUMBER@6.""]","Other major twentieth century eruptions occurred in NUMBER@1 , NUMBER@2 , NUMBER@4 and NUMBER@7 , as well as the NUMBER@8 eruption .",5935,0.898383218
"simplify: Methods of romanization include transliteration , representing written text , and transcription , representing the spoken word .","['The most common forms of romanization include transliteration, representing written text, and transcription, representing the spoken word.']","These methods are transliteration , representing written text , and transcription , representing the spoken words . Transcription Transcription is the representation of the spoken word .",5936,0.816239178
"simplify: Pratima Bowes , The Hindu Religious Tradition 54 -- 80 -LRB- Allied Pub .","['Pratima Bowes, The Hindu Religious Tradition 54 -- 80 -LRB- Allied Pub.']","Pratima Bowes , The Hindu Religious Tradition 54-80 -LRB- Allied Pub .",5937,0.878862893
"simplify: The hippopotamus is semi-aquatic , inhabiting rivers and lakes where territorial bulls preside over a stretch of river and groups of NUMBER@1 to NUMBER@2 females and young .","['The hippopotamus is semi-aquatic, inhabiting rivers and lakes where territorial bulls preside over a stretch of river and groups of NUMBER@3 females and young.']","The hippopotamus is semi-aquatic . This means that even though it usually lives on the land , it spends a great amount of time in rivers and lakes where males lead groups of NUMBER@1 to NUMBER@2 females and young .",5938,0.868380316
"simplify: Important as a port , SÃ # o TomÃ is located on Ana Chaves Bay in the northeast of SÃ # o TomÃ Island , and IlhÃ u das Cabras lies nearby offshore .","['S # o Tom is a port, and is located on Ana Chaves Bay in the northeast of S # o Tom Island.']",SÃ # o TomÃ is important as a port . It is located on Ana Chaves Bay in the north east of SÃ # o TomÃ Island .,5939,0.543677863
"simplify: This would take organisms sideways off the path from simple to complex , specialising them for their environment .","['This would take organisms sideways off the path from simple to complex, specialising them for their environment.']",This would drive organisms from simple to complex forms .,5940,0.908414125
"simplify: With a population of over 23,000 , it is also the largest town in the county .","['With a population of over 23,000, it is also the largest town in the county.']","With a population of over 23,000 it is the largest town in the County of Kildare .",5941,0.845764875
"simplify: Apple iPod touch First Impressions Review Officially , Apple requires iTunes to be installed on either a Mac OS X or Windows operating system based computer for configuring the iPod Touch .","['Apple iPod touch First Impressions Review Officially, Apple requires iTunes to be installed on a Mac OS X or Windows computer for configuring the iPod Touch.']",Apple iPod touch First Impressions Review .,5942,0.791581657
"simplify: Obsidian was valued in Stone Age cultures because , like flint , it could be fractured to produce sharp blades or arrowheads .","['Obsidian was valued in Stone Age cultures because, like flint, it could be fractured to produce sharp blades or arrowheads.']","Obsidian was valued in Stone Age cultures because , like flint , it could be fractured to produce hand axes , sharp blades or arrowheads .",5943,0.889807762
"simplify: If the bottle is returned , the fee is returned , and the supplier must return the bottle for re-use or recycling .","['If the bottle is returned, the supplier will have to pay the fee.']","If one returns the bottle , the fee is returned , and the supplier must return the bottle for re-use or recycling .",5944,0.51556304
simplify: Sir Thomas More becomes undersheriff of the City of London .,['Sir Thomas More becomes the undersheriff of the City of London.'],"November 6 - John Caius , English physician -LRB- d. 1573 -RRB-",5945,0.929874535
"simplify: LOCATION@1 More commonly referred to as single-tier municipalities , they exist as a single level of government in a province that otherwise has two levels of local government .","['LOCATION@1 More commonly referred to as single-tier municipalities, they exist as a single level of government in a province that otherwise has two levels of local government.']",LOCATION@1 Unitary authorities or single-tier municipalities exist as a single level of government in a province that otherwise has two levels of local government .,5946,0.871907164
"simplify: These Pakistani cultures have been greatly influenced by many of the surrounding countries ' cultures , such as those of Turkish , Persian , Afghan , and Indians of South Asia , Central Asia and the Middle East .","['These Pakistani cultures have been greatly influenced by many of the countries around them, such as those of Turkish, Persian, Afghan, and Indians of South Asia, Central Asia and the Middle East.']","The cultures have been greatly influenced by the surrounding cultures of India , Afghanistan , Central Asia and the Middle East along with other places .",5947,0.844122044
"simplify: The stadium currently plays host to the home matches of Scottish First Division side , Dunfermline Athletic F.C. History East End Park was first used in 1885 , the same year as the club was formed .","['The stadium plays host to the home matches of Scottish Premier Division, Dunfermline Athletic F.C. History East End Park was first used in 1885, the same year the club was formed.']","The stadium currently plays host to the home matches of Scottish First Division side , Dunfermline Athletic Football Club .",5948,0.715247071
"simplify: Retrieved September 21 2007 Graham , Billy '' The Religious Affiliation of Billy Graham '' , -LRB- undated -RRB- .","[""Retrieved September 21 2007 Graham, Billy '' The Religious Affiliation of Billy Graham ''.""]","Graham , Billy '' The Religious Affiliation of Billy Graham '' , Adherents.com .",5949,0.626456414
"simplify: The singers perform with a Classical-era orchestra , augmented with the instruments needed for '' Turkish '' music : bass drum , cymbals , triangle , and piccolo .","['The singers perform with a Classical-era orchestra. They have bass drum, cymbals, triangle and piccolo.']","The singers perform with a Classical orchestra , to which are added instruments needed for '' Turkish '' music : bass drum , cymbals , triangle , and piccolo .",5950,0.59887054
simplify: Economy Tuaca liqueur is produced in LOCATION@1 as is PERSON@1 .,['Economy Tuaca liqueur is produced in LOCATION@1 as is PERSON@1.'],Economy Tuaca liqueur is produced in LOCATION@1 .,5951,0.845336737
"simplify: He joined Cartoon Network within several months of its inception -LRB- in 1992 -RRB- , coming over from sister company CNN .","['He joined Cartoon Network within several months of its inception -LRB- 1992 -RRB-, coming over from sister company CNN.']",The Brak Show - Brak and Clarence,5952,0.843423223
"simplify: Specifically , thermodynamic equilibrium is characterized by the minimum of a thermodynamic potential , such as the PERSON@1 free energy , i.e. systems at constant temperature and volume : : A = U -- TS .","['The thermodynamic equilibrium is defined by the minimum of a thermodynamic potential, such as the PERSON@1 free energy.']","Specifically , thermodynamic equilibrium is characterized by the minimum of a thermodynamic potential .",5953,0.5506581
simplify: Year 1401 -LRB- MCDI -RRB- was a common year starting on Saturday -LRB- link will display the full calendar -RRB- of the Julian calendar .,['Year 1401 -LRB- MCDI -RRB- was a common year starting on Saturday -LRB- link will display the full calendar -RRB- of the Julian calendar.'],May 12 - Emperor Shoko of Japan -LRB- died 1428 -RRB-,5954,0.889111965
simplify: More recently he has focused on producing and promoting world music and pioneering digital distribution methods for music .,['He has also been working on world music.'],More recently he has spent his time on producing and promoting world music and pioneering digital distribution methods for music .,5955,0.324657992
"simplify: In NUMBER@1 the colonial visitor PERSON@1 y PERSON@2 founded a settlement with NUMBER@2 Amerindians , naming it '' Poblado de LOCATION@1 , '' today '' El LOCATION@2 '' .","[""In NUMBER@1 the colonial visitor PERSON@1 y PERSON@2 founded a settlement with NUMBER@2 Amerindians, naming it Poblado de LOCATION@1, '' today '' El LOCATION@2 ''.""]",It was founded in NUMBER@1 by PERSON@3 y PERSON@2 .,5956,0.869386353
simplify: ORGANIZATION@1 was the organizational high point for student radicalism in the LOCATION@1 and has been an important influence on student organizing in the decades since its collapse .,['ORGANIZATION@1 was the organizational high point for student radicalism in the LOCATION@1 and has been an important influence on student organizing in the decades since it collapsed.'],A new ORGANIZATION@1 group was also begun in NUMBER@1 .,5957,0.944681842
"simplify: At some point , there was a decision to only have Stitch 's name in the titles of both the movie and the subsequent series , which was planned to be called Stitch !","[""At some point, there was a decision to only have Stitch's name in the titles of both the movie and the subsequent series.""]","At some time , there was a decision to only have Stitch 's name in the names of both the movie and the following series , which was planned to be called Stitch !",5958,0.607824403
"simplify: Mailing lists are available in a number of formats : via a web archive , by email , or by ORGANIZATION@1 using the mail-to-news gateway Gmane .","['Mailing lists are available in a number of formats : via a web archive, by email, or by ORGANIZATION@1 using the mail-to-news gateway GMANE.']",ORGANIZATION@2 has lots of mailing lists . You can read them on the internet or by email or by NNTP using GMANE .,5959,0.883567137
simplify: Retrieved 2007-12-30 It won the Award for '' Canción del Año '' -LRB- Song Of The Year -RRB- in '' Los Premios MTV Latinoamérica 2007 '' -LRB- The Latin American MTV Awards -RRB- and was nominated for '' Monster Single '' in the MTV Video Music Awards 2007 .,"[""It won the Award for '' Canción del Ao '' -LRB- Song of the Year -RRB- in '' Los Premios MTV Latinoamérica 2007 '' -LRB- The Latin American MTV Awards -RRB- and was nominated for Monster Single in the MTV Video Music Awards 2007.""]","In the 2007 MTV Video Music Awards , it is nominated for the category Monster Single of the Year .",5960,0.724386237
"simplify: , the city has a population of c. NUMBER@1 , of which some NUMBER@2 live in the urban center , and the remainder in the surrounding areas .","[', the city has a population of c. NUMBER@1, of which some NUMBER@2 live in the urban center.']",NUMBER@2 of these people live in the urban center .,5961,0.528141918
simplify: Early life Rendell was born in New York City to Jewish American parents Jesse T. Rendell and Emma Sloat ; all four of his grandparents were immigrants from Russia .,['Early life Rendell was born in New York City to Jewish American parents Jesse T. Rendell and Emma Sloat. All four of his grandparents were immigrants from Russia.'],Early life Edward Rendell was born in New York City to Jewish American parents Jesse T. Rendell and Emma Sloat ; .,5962,0.948234327
"simplify: In the most common one , the lion 's head located was in the northeast of the country and the tail in the southeast .","[""In the most common one, the lion's head was in the northeast of the country and the tail was in the southeast.""]","In the most common one , the lion 's head was found in the northeast part of the country and the tail in the southeast part of the country .",5963,0.836620291
simplify: He was born Samuel Coleridge Taylor .,['He was born Samuel Coleridge Taylor.'],He wanted to do for African music what Johannes Brahms had done for Hungarian music and Antonín Dvo ák for Bohemian music .,5964,0.822371473
simplify: PS3 compatibility The ORGANIZATION@1 is also compatible with ORGANIZATION@2 's PlayStation NUMBER@1 -LRB- requires firmware NUMBER@2 -RRB- .,"[""The ORGANIZATION@1 is also compatible with ORGANIZATION@2's PlayStation NUMBER@1 -LRB- requires firmware NUMBER@2 -RRB-.""]",The ORGANIZATION@1 is also compatible with ORGANIZATION@2 's PlayStation NUMBER@1 -LRB- requires firmware NUMBER@2 -RRB- .,5965,0.804008694
simplify: We will never know ; we are stuck with our interval .,['We will never know ; we are stuck with our interval.'],We 'll never know ; we are stuck with our interval .,5966,0.871272511
"simplify: During the period of December 5 â '' 11 , 1974 , the student demonstrators also built a temporary mausoleum for U Thant on the grounds of the RUSU and gave anti-government speeches .","['During the period of December 5 - November 11, 1974, the student demonstrators also built a temporary mausoleum for U Thant on the grounds of the RUSU and gave anti-government speeches.']","During the period of December 5 through December 11 1974 , the student demonstrators also built a temporary mausoleum for U Thant on the grounds of the RUSU and gave anti-government speeches .",5967,0.962790141
"simplify: In 1901 The Marton loop was opened , connecting Talbot Square and Central Station along Church Street , Devonshire Square , Whitegate Drive , Waterloo Road and Central Drive .","['In 1901 The Marton loop was opened, connecting Talbot Square and Central Station along Church Street, Devonshire Square, Whitegate Drive, Waterloo Road and Central Drive.']","It connected Talbot Square and Central Station along Church Street , Devonshire Square , Whitegate Drive , Waterloo Road and Central Drive .",5968,0.913521357
"simplify: The county town is the city of Gloucester , and other principal towns include Cheltenham , Cirencester , Stroud , and Tewkesbury .","['The county town is the city of Gloucester, and other principal towns include Cheltenham, Cirencester, Stroud, and Tewkesbury.']",Gloucester,5969,0.875438086
"simplify: March & ndash ; In England , John Wycliffe tries to promote his ideas for Catholic reform by laying his theses before parliament and making them public in a tract .","['March - In England, John Wycliffe tries to make his ideas for Catholic reform public by laying his theses before parliament and making them public in a tract.']",August 16 - Hongxi Emperor of China -LRB- died 1425 -RRB-,5970,0.869559584
"simplify: NUMBER@1 & ndash ; Frenchman PERSON@1 and American PERSON@2 travel from LOCATION@1 , LOCATION@2 , to LOCATION@3 , LOCATION@4 , in a gas balloon .","['NUMBER@1 - Frenchman PERSON@1 and American PERSON@2 travel from LOCATION@1, LOCATION@2, to LOCATION@3, LOCATION@4 in a gas balloon.']","NUMBER@1 -- Frenchman PERSON@1 and American PERSON@2 travel from LOCATION@1 , LOCATION@2 to LOCATION@3 , LOCATION@4 in a gas balloon , becoming the first to cross the English Channel by air .",5971,0.791362564
simplify: LeMond won the Tour for the third time in 1990 .,['LeMond won the Tour de France for the third time in 1990.'],He won the Tour de France again in 1990 .,5972,0.967933714
"simplify: The club pre-dated The ORGANIZATION@1 and initially played a game of its own devising , rather than association football .","['The club pre-dated The ORGANIZATION@1 and initially played a game of its own devising, rather than association football.']","The club was before The ORGANIZATION@1 and in the beginning played a game of with club rules , rather than association football .",5973,0.910409163
simplify: Urban Resource Centre - Population according to NUMBER@1 census Its capital is the city of LOCATION@1 .,['Its capital is LOCATION@1.'],The city of LOCATION@1 is the capital .,5974,0.225531148
simplify: Oppy is a commune in the Pas-de-Calais department in the Nord-Pas-de-Calais region of France .,['Oppy is a commune. It is found in the region Nord-Pas-de-Calais in the Pas-de-Calais department in the north of France.'],It is found in the region Nord-Pas-de-Calais in the Pas-de-Calais department in the north of France .,5975,0.905722022
"simplify: It had its foundations in the work of Wilhelm Wundt , Gestalt psychology of Max Wertheimer , Wolfgang Köhler , and Kurt Koffka , and in the work of Jean Piaget , who provided a theory of stages/phases that describe children 's cognitive development .","['It had its foundations in the work of Wilhelm Wundt, Gestalt psychology of Max Wertheimer, Wolfgang Köhler, and Kurt Koffka, and in the work of Jean Piaget.']","Cognitive psychology had its beginnings in the Gestalt psychology of Max Wertheimer , Wolfgang Köhler , and Kurt Koffka , and in the work of Jean Piaget , who came up with a theory of '' stages '' or '' phases '' that describe children 's cognitive development .",5976,0.549452011
simplify: Nuclear testing at the Nevada Test Site began with a bomb dropped on Frenchman Flat on 27 January 1951 .,['Nuclear testing at the Nevada Test Site began with a bomb dropped on Frenchman Flat on 27 January 1951.'],Nuclear testing at the Nevada Test Site began with a one-kiloton -LRB- 4 terajoule -RRB- bomb .,5977,0.923012365
simplify: Population figures for elk are in excess of NUMBER@1 â '' the largest population of any large mammal species in LOCATION@1 .,"[""Population figures for elk are in excess of NUMBER@1 â '' the largest population of any large mammal species in LOCATION@1.""]",Population figures for elk are over NUMBER@1 â '' the largest population of any large mammal species in LOCATION@1 .,5978,0.929592343
simplify: The later construction of the current Sartell Bridge over the Mississippi in the early 1980s replaced the remaining businesses .,['The later construction of the current Sartell Bridge over the Mississippi in the early 1980s replaced the remaining businesses.'],The later construction of a new bridge over the Mississippi in the early 1980s replaced the remaining businesses .,5979,0.931874883
"simplify: Therefore , meiosis includes the stages of meiosis I -LRB- prophase I , metaphase I , anaphase I , telophase I -RRB- , and meiosis II -LRB- prophase II , metaphase II , anaphase II , telophase II -RRB- .",['Meiosis is a disease in the body that causes meiosis.'],"Just like Mitosis , meiosis includes Prophase , Metaphase , Anaphase and Telophase .",5980,0.246948538
"simplify: PERSON@1 was knighted in NUMBER@1 , and created both the Baron Verulam in NUMBER@2 , and the ORGANIZATION@1 in NUMBER@3 ; as he died without heirs both peerages became extinct upon his death .","['PERSON@1 was knighted in NUMBER@1, and created both the Baron Verulam in NUMBER@2, and the ORGANIZATION@1 in NUMBER@3.']","He was made PERSON@2 in NUMBER@2 , and LOCATION@1 in NUMBER@3 .",5981,0.590176546
"simplify: Dante Terrell Smith -LRB- born December 11 , 1973 -RRB- is an American actor and MC known by the stage name Mos Def .","['Dante Terrell Smith -LRB- born December 11, 1973 -RRB- is an American actor and MC.']","Dante Terrell Smith -LRB- born December 11 , 1973 -RRB- is an Emmy - and Golden Globe-nominated American actor and a Grammy-nominated rapper known by the stage name Mos Def .",5982,0.664488372
simplify: A light-emitting diode -LRB- LED -RRB- -LRB- -RRB- is a semiconductor light source .,['A light emitting diode -LRB- LED -RRB- is a light source.'],A light-emitting diode -LRB- LED -RRB- is a semiconductor device .,5983,0.617073184
"simplify: Eraclea is a town and comune in the province of LOCATION@1 , LOCATION@2 , LOCATION@3 .","['Eraclea is a town and commune in the province of LOCATION@1, LOCATION@2, LOCATION@3.']",Main sights,5984,0.874820665
"simplify: Rubingh decided that the method of play described in the book , a boxing match followed by a chess match , was impractical .","['Rubingh decided that the method of play described in the book, a boxing match followed by a chess match, was not suitable.']","Rubingh decided that the method of play in the book , a boxing match with a chess match after , was not very good .",5985,0.890313629
simplify: Goussancourt is a commune in the Aisne department in Picardy in northern France .,['It is found in the region Picardie in the Aisne department in the north of France.'],Goussancourt is a commune . It is found in the region Picardie in the Aisne department in the north of France .,5986,0.81831613
"simplify: Since the 1970s , important feminist works have noted the way in which criminal transgressions by women occur in different contexts from those by men and how women experiences with the criminal justice system are influenced by gendered assumptions about appropriate male and female roles .","['Since the 1970s, important feminist works have noted the way in which criminal transgressions by women occur in different contexts from those by men and how women experiences with the criminal justice system are influenced by gendered assumptions about male and female roles.']",Differences,5987,0.911180805
simplify: Napoleon Dynamite is a 2004 American comedy film co-written and directed by Jared Hess and Jerusha Hess and stars Jon Heder as Napoleon Dynamite .,['Napoleon Dynamite is a 2004 American comedy film co-written by Jared Hess and Jerusha Hess.'],Napoleon Dynamite is a comedy movie made in 2004 by John Hess and starring Jon Heder .,5988,0.554529224
simplify: References External links Great War Fiction Commentary from a resident of Juniper Hill -- the real village of '' Lark Rise '' .,"[""Other websites Great War Fiction Commentary from a resident of Juniper Hill -- the real village of '' Lark Rise ''.""]",Great War Fiction Commentary from a resident of Juniper Hill -- the real village of '' Lark Rise '' .,5989,0.831395018
simplify: He was the lead singer and guitarist for the band Max Webster before going on to lead a solo career .,['He was the lead singer and guitarist for Max Webster.'],Mitchell was the singer and guitarist for the band Max Webster and now hosts a radio show .,5990,0.467890857
simplify: logo = ORGANIZATION@1 .,['Logo = ORGANIZATION@1'],Official,5991,0.686986067
simplify: K-9 and Company was a proposed television spin-off of the original program run of Doctor Who -LRB- 1963 â '' 1989 -RRB- .,"[""K-9 and Company was a proposed TV spin-off of the original program run of Doctor Who -LRB- 1963 â '' 1989 -RRB-.""]",K-9 and Company was a 1981 television spin-off of the original series of Doctor Who .,5992,0.836426699
simplify: The second generation Fabia -LRB- internal type code NUMBER@1 -RRB- was officially presented at the Geneva Auto Show in March NUMBER@2 and was sold from April NUMBER@2 .,['The second generation Fabia -LRB- internal type code NUMBER@1 -RRB- was officially presented at the Geneva Auto Show in March NUMBER@2 and was sold from April NUMBER@2.'],Second generation -LRB- NUMBER@2 & ndash ; present -RRB-,5993,0.947594549
"simplify: He lost the seat at the election of NUMBER@1 ; but was at once elected member for the ORGANIZATION@1 , of which he had been vice-chancellor since NUMBER@2 .","['He lost the seat at the election of NUMBER@1 ; but was at once elected member for the ORGANIZATION@1, of which he had been vice-chancellor since NUMBER@2.']",LOCATION@1 .,5994,0.933254006
"simplify: The Countess and PERSON@1 recognize the letter -LRB- having seen it previously -RRB- and whisper the information on to PERSON@2 , who gets out of this scrape by saying PERSON@3 gave it to him because it still needed the Count 's seal .","[""The Countess and PERSON@1 recognize the letter -LRB- having seen it before -RRB- and whisper the information on to PERSON@2, who gets out of this scrape by saying PERSON@3 gave it to him because it still needed the Count's seal.""]","The Countess and PERSON@1 recognize the letter -LRB- they had already seen it -RRB- and whisper the information to PERSON@2 , who gets out of this situation by saying PERSON@3 gave it to him because it still needed the Count 's seal .",5995,0.911574226
simplify: Hampden Park in Glasgow is Scotland 's national stadium .,"[""Hampden Park is Scotland's national stadium.""]","Hampden was built in 1903 , though all signs of the original stadium are long gone .",5996,0.686888353
"simplify: On June NUMBER@1 , NUMBER@2 , a NUMBER@3 hour and NUMBER@4 minute audio book version , read by actor PERSON@1 , was published worldwide by Listening Library .","['On June NUMBER@1, NUMBER@2, an NUMBER@3 hour and NUMBER@4 minute audio book version, read by actor PERSON@1, was published worldwide.']","On June NUMBER@1 , NUMBER@2 , a NUMBER@3 hour NUMBER@4 minute audio book version of The Lightning Thief , read by actor PERSON@1 , was published worldwide by Listening Library .",5997,0.756626418
"simplify: In general , lobsters are 25 cm to 50 cm long -LRB- 10 to 20 inches -RRB- and move slowly by walking on the bottom of the sea floor .","['In general, lobsters are 25 cm to 50 cm long -LRB- 10 to 20 inches -RRB- and move slowly by walking on the bottom of the sea floor.']","In general , lobsters move slowly by walking on the bottom of the sea floor .",5998,0.922457334
simplify: There are signs of restoration work on the upper part done in the Seljuk and Ottoman eras .,['There are signs of restoration work on the lower part done in the Seljuk and Ottoman eras.'],There are some restoration work on the upper part done in the Seljuk and Ottoman eras .,5999,0.913649795
